unique_id,min_date,max_date,lifetime,n_records,n_zero,% zero,n_consecutive_weeks,ok_zeros,ok_2years,ok_sales_last_2months,time_series
19038705,2023-01-02,2023-03-06,9.0,10,0.0,0.0,10,1,0,1,0
190388,2016-01-04,2022-11-28,360.0,361,130.0,36.0,29,0,1,0,0
19039301,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
19039302,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
19039305,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
19039306,2023-01-09,2023-03-06,8.0,9,0.0,0.0,9,1,0,1,0
19039307,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
190485ES,2015-12-28,2022-02-07,319.0,320,75.0,23.4,24,0,1,0,0
190547,2016-01-25,2023-02-13,368.0,369,171.0,46.3,10,0,1,1,0
190552,2016-05-09,2022-12-05,343.0,344,102.0,29.7,28,0,1,0,0
190647,2016-06-13,2023-03-06,351.0,352,175.0,49.7,9,0,1,1,0
190652,2015-12-14,2023-02-13,374.0,375,38.0,10.1,88,1,1,1,1
190960,2016-02-01,2018-05-21,120.0,121,71.0,58.7,29,0,1,0,0
190970,2016-01-04,2022-07-04,339.0,340,235.0,69.1,32,0,1,0,0
192445,2016-08-29,2023-01-23,334.0,335,133.0,39.7,14,0,1,1,0
19250730,2016-04-11,2023-02-27,359.0,360,144.0,40.0,12,0,1,1,0
19290603,2016-05-02,2023-02-06,353.0,354,148.0,41.8,12,0,1,1,0
193123,2016-01-18,2023-02-13,369.0,370,91.0,24.6,29,0,1,1,0
193124,2016-01-04,2023-02-27,373.0,374,88.0,23.5,23,0,1,1,0
193223,2017-10-23,2022-12-26,270.0,271,120.0,44.3,11,0,1,0,0
193827,2016-06-06,2016-12-19,28.0,29,12.0,41.4,10,0,0,0,0
1950010126,2020-04-13,2023-02-20,149.0,150,23.0,15.3,23,1,1,1,1
20010101,2015-12-21,2023-02-27,375.0,376,2.0,0.5,335,1,1,1,1
20010101D,2015-12-14,2023-02-27,376.0,377,88.0,23.3,34,0,1,1,0
20010102,2016-01-04,2023-02-27,373.0,374,101.0,27.0,32,0,1,1,0
20010301,2015-12-21,2023-03-06,376.0,377,0.0,0.0,377,1,1,1,1
20010301AC,2021-03-08,2023-02-27,103.0,104,2.0,1.9,59,1,0,1,0
20010301BL,2021-04-05,2023-02-20,98.0,99,33.0,33.3,10,0,0,1,0
20010301BLD,2016-02-08,2022-06-13,331.0,332,166.0,50.0,27,0,1,0,0
20010301BM,2020-01-06,2023-02-27,164.0,165,17.0,10.3,41,1,1,1,1
20010301BMD,2017-01-09,2022-02-21,267.0,268,132.0,49.3,32,0,1,0,0
20010301D,2015-12-07,2023-02-27,377.0,378,3.0,0.8,185,1,1,1,1
20010301NED,2016-01-04,2020-01-27,212.0,213,79.0,37.1,11,0,1,0,0
20010301NM,2020-06-01,2023-03-06,144.0,145,5.0,3.4,70,1,1,1,1
20010301NMD,2019-04-15,2022-02-14,148.0,149,113.0,75.8,13,0,1,0,0
20010301VED,2016-08-15,2019-12-23,175.0,176,94.0,53.4,9,0,1,0,0
20010302,2015-12-21,2023-02-27,375.0,376,7.0,1.9,262,1,1,1,1
20010302D,2016-01-04,2023-01-30,369.0,370,175.0,47.3,14,0,1,1,0
20010303,2015-12-14,2018-01-08,108.0,109,37.0,33.9,56,0,0,0,0
20010304,2016-01-04,2017-06-26,77.0,78,20.0,25.6,32,0,0,0,0
20010305,2015-12-21,2017-07-17,82.0,83,17.0,20.5,63,0,0,0,0
20010306,2016-01-04,2018-01-22,107.0,108,51.0,47.2,49,0,0,0,0
20011001,2015-12-21,2023-02-27,375.0,376,43.0,11.4,139,1,1,1,1
20011002,2016-01-04,2023-02-27,373.0,374,77.0,20.6,54,0,1,1,0
20012001,2015-12-14,2023-02-27,376.0,377,1.0,0.3,340,1,1,1,1
20012001D,2015-12-07,2023-02-27,377.0,378,8.0,2.1,159,1,1,1,1
20012002,2015-12-28,2023-02-27,374.0,375,60.0,16.0,73,1,1,1,1
20012002D,2016-03-28,2023-02-13,359.0,360,187.0,51.9,18,0,1,1,0
20016201,2015-12-14,2023-02-13,374.0,375,68.0,18.1,95,1,1,1,1
20016203,2015-12-14,2023-01-30,372.0,373,64.0,17.2,63,1,1,1,1
20016401,2016-02-22,2023-02-06,363.0,364,85.0,23.4,50,0,1,1,0
20016409,2015-12-28,2023-01-23,369.0,370,137.0,37.0,14,0,1,1,0
20016701,2015-12-28,2023-02-27,374.0,375,16.0,4.3,188,1,1,1,1
20017001,2015-12-07,2023-02-27,377.0,378,3.0,0.8,298,1,1,1,1
20017001NM,2022-01-03,2023-02-20,59.0,60,20.0,33.3,13,0,0,1,0
20017401,2016-02-22,2023-02-27,366.0,367,25.0,6.8,154,1,1,1,1
20017409,2015-12-21,2023-02-27,375.0,376,7.0,1.9,123,1,1,1,1
20017409NM,2022-01-31,2022-12-26,47.0,48,22.0,45.8,12,0,0,0,0
20017701,2015-12-28,2023-02-27,374.0,375,30.0,8.0,80,1,1,1,1
20018001,2015-12-21,2023-02-27,375.0,376,2.0,0.5,189,1,1,1,1
20018002,2015-12-14,2023-02-27,376.0,377,1.0,0.3,306,1,1,1,1
20018003,2016-02-22,2022-05-23,326.0,327,196.0,59.9,11,0,1,0,0
20018005,2015-12-28,2023-02-20,373.0,374,73.0,19.5,52,1,1,1,1
20018007,2018-07-16,2023-02-27,241.0,242,80.0,33.1,17,0,1,1,0
20018010,2016-09-19,2023-02-27,336.0,337,71.0,21.1,27,0,1,1,0
20018011,2021-04-05,2023-02-27,99.0,100,8.0,8.0,31,1,0,1,0
20018080,2017-03-13,2023-02-06,308.0,309,60.0,19.4,56,1,1,1,1
20018201,2016-12-19,2023-02-20,322.0,323,10.0,3.1,87,1,1,1,1
20018201NM,2021-04-12,2023-02-20,97.0,98,32.0,32.7,15,0,0,1,0
20018301,2017-04-17,2023-02-27,306.0,307,116.0,37.8,16,0,1,1,0
20019501,2015-12-14,2023-01-02,368.0,369,35.0,9.5,137,1,1,0,0
20020002,2015-12-28,2021-08-09,293.0,294,19.0,6.5,138,1,1,0,0
20020002DUM2,2017-01-16,2018-02-05,55.0,56,13.0,23.2,12,0,0,0,0
20020003,2015-12-21,2021-04-19,278.0,279,1.0,0.4,261,1,1,0,0
20020303,2016-12-12,2023-03-06,325.0,326,1.0,0.3,205,1,1,1,1
20020303NM,2021-09-20,2023-02-27,75.0,76,10.0,13.2,21,1,0,1,0
20020304,2017-01-16,2023-02-27,319.0,320,51.0,15.9,30,1,1,1,1
20020305,2016-12-12,2023-02-27,324.0,325,2.0,0.6,218,1,1,1,1
20020305NM,2021-02-22,2023-02-27,105.0,106,30.0,28.3,14,0,0,1,0
20020306,2017-01-02,2023-02-13,319.0,320,63.0,19.7,37,1,1,1,1
20020501,2016-01-04,2023-02-27,373.0,374,21.0,5.6,52,1,1,1,1
20020502,2015-12-28,2023-02-27,374.0,375,34.0,9.1,92,1,1,1,1
20020503,2016-03-28,2023-02-20,360.0,361,89.0,24.7,23,0,1,1,0
20020504,2016-02-29,2023-02-27,365.0,366,47.0,12.8,43,1,1,1,1
20020505,2016-01-04,2023-02-27,373.0,374,64.0,17.1,40,1,1,1,1
20020506,2015-12-28,2023-02-27,374.0,375,94.0,25.1,34,0,1,1,0
20024501,2016-01-04,2023-02-27,373.0,374,82.0,21.9,27,0,1,1,0
20025002,2016-02-29,2018-10-01,135.0,136,39.0,28.7,26,0,1,0,0
20026010,2016-01-11,2022-01-10,313.0,314,98.0,31.2,20,0,1,0,0
20030001,2021-11-01,2023-02-27,69.0,70,14.0,20.0,22,0,0,1,0
20030002,2021-09-13,2023-02-20,75.0,76,17.0,22.4,15,0,0,1,0
20031201,2016-01-11,2023-02-06,369.0,370,56.0,15.1,73,1,1,1,1
20044001,2015-12-21,2023-02-27,375.0,376,23.0,6.1,174,1,1,1,1
20044002,2016-01-04,2023-02-27,373.0,374,81.0,21.7,45,0,1,1,0
20047501,2015-12-14,2023-02-27,376.0,377,39.0,10.3,119,1,1,1,1
20050301,2016-08-08,2023-02-27,342.0,343,130.0,37.9,17,0,1,1,0
20063612,2020-07-13,2021-03-29,37.0,38,25.0,65.8,9,0,0,0,0
20069601,2019-01-28,2021-03-29,113.0,114,16.0,14.0,28,1,1,0,0
20079101,2019-03-04,2022-06-13,171.0,172,111.0,64.5,10,0,1,0,0
20079201,2016-05-16,2022-07-04,320.0,321,152.0,47.4,40,0,1,0,0
20079401,2016-05-16,2022-06-27,319.0,320,154.0,48.1,28,0,1,0,0
20079401D,2019-05-13,2021-03-29,98.0,99,61.0,61.6,10,0,0,0,0
20079701,2022-05-02,2022-09-05,18.0,19,8.0,42.1,10,0,0,0,0
20116701,2016-02-29,2022-07-25,334.0,335,96.0,28.7,19,0,1,0,0
20117701,2015-12-21,2022-08-22,348.0,349,134.0,38.4,14,0,1,0,0
20117702,2016-01-04,2021-12-06,309.0,310,76.0,24.5,23,0,1,0,0
20118001,2016-01-04,2023-01-16,367.0,368,71.0,19.3,143,1,1,1,1
20118002,2016-01-04,2022-10-03,352.0,353,77.0,21.8,50,0,1,0,0
20118003,2015-12-21,2022-03-07,324.0,325,18.0,5.5,136,1,1,0,0
20118004,2017-04-10,2022-03-14,257.0,258,119.0,46.1,9,0,1,0,0
20118006,2015-12-28,2022-01-17,316.0,317,6.0,1.9,261,1,1,0,0
20119501,2016-04-11,2022-05-23,319.0,320,90.0,28.1,17,0,1,0,0
20210301,2015-12-21,2023-02-27,375.0,376,1.0,0.3,190,1,1,1,1
20210301AC,2020-06-29,2023-02-27,139.0,140,31.0,22.1,13,0,1,1,0
20210301ACD,2019-09-30,2019-12-30,13.0,14,2.0,14.3,11,1,0,0,0
20210301BLD,2016-11-14,2019-12-09,160.0,161,58.0,36.0,12,0,1,0,0
20210301D,2016-01-04,2023-03-06,374.0,375,36.0,9.6,44,1,1,1,1
20210301NM,2020-01-06,2023-03-06,165.0,166,6.0,3.6,51,1,1,1,1
20210301NMD,2018-02-12,2020-02-03,103.0,104,10.0,9.6,49,1,0,0,0
20210301OM,2021-10-18,2023-02-27,71.0,72,16.0,22.2,9,0,0,1,0
20210302,2016-01-04,2023-02-20,372.0,373,77.0,20.6,20,0,1,1,0
20210303,2015-12-07,2023-02-27,377.0,378,19.0,5.0,86,1,1,1,1
20210303NM,2021-03-29,2023-02-27,100.0,101,43.0,42.6,13,0,0,1,0
20210305,2016-01-04,2023-02-27,373.0,374,58.0,15.5,33,1,1,1,1
20210305NM,2020-06-01,2023-02-20,142.0,143,72.0,50.3,10,0,1,1,0
20211001,2016-02-15,2023-01-23,362.0,363,124.0,34.2,24,0,1,1,0
