unique_id,min_date,max_date,lifetime,n_records,n_zero,% zero,n_consecutive_weeks,ok_zeros,ok_2years,ok_sales_last_2months,time_series
06118201,2016-12-19,2023-02-13,321.0,322,2.0,0.6,292,1,1,1,1
06118201NM,2020-02-03,2023-02-27,160.0,161,33.0,20.5,17,0,1,1,0
06118301,2017-04-17,2023-02-27,306.0,307,99.0,32.2,17,0,1,1,0
06120301,2016-03-28,2023-02-13,359.0,360,157.0,43.6,14,0,1,1,0
06120601,2016-03-21,2023-02-20,361.0,362,125.0,34.5,13,0,1,1,0
06120701,2016-05-30,2022-12-05,340.0,341,142.0,41.6,13,0,1,0,0
06121001,2015-12-28,2023-01-02,366.0,367,14.0,3.8,52,1,1,0,0
06122001,2017-06-05,2023-01-23,294.0,295,194.0,65.8,11,0,1,1,0
06125002,2016-01-04,2018-09-03,139.0,140,68.0,48.6,13,0,1,0,0
06138502,2016-03-07,2023-02-27,364.0,365,125.0,34.2,13,0,1,1,0
06139301,2016-01-04,2023-02-20,372.0,373,66.0,17.7,31,1,1,1,1
06163505,2016-03-14,2023-02-27,363.0,364,170.0,46.7,11,0,1,1,0
06163506,2016-01-11,2023-02-27,372.0,373,212.0,56.8,9,0,1,1,0
06163509,2016-07-04,2023-01-16,341.0,342,225.0,65.8,9,0,1,1,0
06183901AC,2022-12-12,2023-02-27,11.0,12,2.0,16.7,9,1,0,1,0
06183901NM,2020-06-15,2023-02-27,141.0,142,23.0,16.2,28,1,1,1,1
06183901OM,2022-12-19,2023-02-27,10.0,11,1.0,9.1,9,1,0,1,0
06184902,2016-01-04,2023-02-27,373.0,374,70.0,18.7,32,1,1,1,1
06192801,2019-01-28,2023-02-27,213.0,214,81.0,37.9,10,0,1,1,0
06193103,2017-04-17,2023-02-13,304.0,305,85.0,27.9,19,0,1,1,0
06193105,2016-01-04,2023-02-27,373.0,374,105.0,28.1,16,0,1,1,0
06210301,2016-01-04,2023-02-27,373.0,374,3.0,0.8,207,1,1,1,1
06210301D,2015-12-28,2023-02-13,372.0,373,95.0,25.5,37,0,1,1,0
06210302,2015-12-21,2023-02-27,375.0,376,15.0,4.0,155,1,1,1,1
06210302D,2016-03-07,2023-02-27,364.0,365,166.0,45.5,14,0,1,1,0
06210303,2016-08-08,2023-01-09,335.0,336,154.0,45.8,14,0,1,0,0
06210304,2016-01-04,2017-05-29,73.0,74,23.0,31.1,16,0,0,0,0
06210306,2016-05-09,2017-06-26,59.0,60,24.0,40.0,11,0,0,0,0
06211001,2016-07-18,2022-12-12,334.0,335,193.0,57.6,10,0,1,0,0
06212001,2015-12-21,2023-02-27,375.0,376,30.0,8.0,60,1,1,1,1
06212001D,2016-01-04,2023-01-23,368.0,369,134.0,36.3,15,0,1,1,0
06212001NM,2020-05-11,2023-02-27,146.0,147,12.0,8.2,37,1,1,1,1
06212001NMD,2018-11-12,2019-12-30,59.0,60,15.0,25.0,10,0,0,0,0
06216103,2016-01-25,2023-01-23,365.0,366,122.0,33.3,18,0,1,1,0
06216402,2017-05-15,2023-01-30,298.0,299,64.0,21.4,20,0,1,1,0
06217402,2016-02-08,2023-01-23,363.0,364,43.0,11.8,36,1,1,1,1
06217702,2016-01-04,2023-02-27,373.0,374,67.0,17.9,35,1,1,1,1
06218002,2016-01-04,2023-02-27,373.0,374,41.0,11.0,46,1,1,1,1
06218003,2015-12-21,2022-01-10,316.0,317,10.0,3.2,134,1,1,0,0
06218003DUM,2017-01-09,2018-03-05,60.0,61,7.0,11.5,18,1,0,0,0
06218003NM,2019-04-08,2022-04-11,157.0,158,42.0,26.6,55,0,1,0,0
06218007,2017-02-13,2021-11-29,250.0,251,128.0,51.0,11,0,1,0,0
06218009,2016-06-06,2021-09-27,277.0,278,129.0,46.4,12,0,1,0,0
06218010,2016-03-14,2021-12-13,300.0,301,61.0,20.3,25,0,1,0,0
06218013,2016-01-25,2021-12-20,308.0,309,82.0,26.5,18,0,1,0,0
06218080,2017-02-27,2023-02-27,313.0,314,43.0,13.7,57,1,1,1,1
06220001,2016-01-04,2022-01-24,316.0,317,103.0,32.5,27,0,1,0,0
06220002,2016-01-11,2021-06-21,284.0,285,24.0,8.4,42,1,1,0,0
06220003,2016-02-22,2021-07-12,281.0,282,20.0,7.1,87,1,1,0,0
06220070,2015-12-28,2022-08-01,344.0,345,74.0,21.4,137,0,1,0,0
06220071,2015-12-21,2021-09-13,299.0,300,6.0,2.0,209,1,1,0,0
06220301,2016-01-04,2023-02-27,373.0,374,15.0,4.0,99,1,1,1,1
06220304,2017-06-05,2023-02-27,299.0,300,85.0,28.3,18,0,1,1,0
06220306,2017-06-05,2023-01-09,292.0,293,107.0,36.5,17,0,1,0,0
06220601,2016-01-11,2023-02-27,372.0,373,33.0,8.8,147,1,1,1,1
06220701,2015-12-28,2022-12-19,364.0,365,53.0,14.5,52,1,1,0,0
06222001,2016-02-29,2023-02-13,363.0,364,74.0,20.3,48,0,1,1,0
06222001D,2017-04-17,2023-02-27,306.0,307,194.0,63.2,11,0,1,1,0
06226010,2016-02-29,2022-10-17,346.0,347,137.0,39.5,17,0,1,0,0
06228004,2021-10-25,2023-02-27,70.0,71,10.0,14.1,22,1,0,1,0
06228101,2022-02-21,2022-12-12,42.0,43,8.0,18.6,14,1,0,0,0
06228110,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
06230001,2021-08-23,2023-02-27,79.0,80,11.0,13.8,17,1,0,1,0
06230002,2021-07-19,2023-02-27,84.0,85,6.0,7.1,24,1,0,1,0
06231201,2016-02-22,2023-01-02,358.0,359,43.0,12.0,37,1,1,0,0
06237801,2016-01-04,2022-05-23,333.0,334,73.0,21.9,26,0,1,0,0
06243201,2016-01-25,2023-02-06,367.0,368,62.0,16.8,34,1,1,1,1
06243601NM,2021-01-11,2023-02-27,111.0,112,22.0,19.6,16,1,1,1,1
06248701,2016-06-27,2020-03-16,194.0,195,59.0,30.3,16,0,1,0,0
06248702,2020-04-13,2023-02-27,150.0,151,27.0,17.9,15,1,1,1,1
06248801,2016-03-28,2023-02-27,361.0,362,134.0,37.0,15,0,1,1,0
06250301,2022-02-07,2023-02-27,55.0,56,9.0,16.1,14,1,0,1,0
06251601,2016-04-25,2022-05-23,317.0,318,93.0,29.2,25,0,1,0,0
06254201,2016-02-01,2023-02-20,368.0,369,33.0,8.9,36,1,1,1,1
06254201NM,2020-04-13,2023-02-20,149.0,150,38.0,25.3,19,0,1,1,0
06254201OM,2020-08-10,2023-03-06,134.0,135,21.0,15.6,14,1,1,1,1
06260301,2022-02-14,2023-02-27,54.0,55,3.0,5.5,24,1,0,1,0
06290502,2016-01-04,2022-12-26,364.0,365,109.0,29.9,12,0,1,0,0
06290503,2016-02-01,2023-02-27,369.0,370,129.0,34.9,18,0,1,1,0
06298001,2015-12-21,2023-02-27,375.0,376,5.0,1.3,209,1,1,1,1
06910302,2016-01-04,2023-01-23,368.0,369,54.0,14.6,66,1,1,1,1
06910302D,2016-02-15,2022-07-18,335.0,336,208.0,61.9,11,0,1,0,0
06916702,2015-12-28,2023-02-27,374.0,375,33.0,8.8,126,1,1,1,1
06916702BT,2022-03-07,2023-03-06,52.0,53,0.0,0.0,53,1,0,1,0
06917002,2016-01-11,2023-02-20,371.0,372,46.0,12.4,114,1,1,1,1
06917002BT,2022-03-21,2023-03-06,50.0,51,0.0,0.0,51,1,0,1,0
06917501,2016-01-18,2023-01-30,367.0,368,103.0,28.0,40,0,1,1,0
06917712,2016-05-16,2023-02-27,354.0,355,100.0,28.2,20,0,1,1,0
06918012,2016-01-04,2023-02-27,373.0,374,104.0,27.8,21,0,1,1,0
06930802D,2016-10-10,2022-12-05,321.0,322,125.0,38.8,13,0,1,0,0
06944001,2016-03-28,2023-02-27,361.0,362,36.0,9.9,60,1,1,1,1
06944401,2016-01-04,2023-02-27,373.0,374,15.0,4.0,84,1,1,1,1
06944701,2016-01-04,2023-02-27,373.0,374,77.0,20.6,30,0,1,1,0
06944703BT,2022-03-21,2023-03-06,50.0,51,1.0,2.0,32,1,0,1,0
06953720,2016-02-29,2016-12-26,43.0,44,22.0,50.0,9,0,0,0,0
0701770212,2015-12-21,2023-02-06,372.0,373,45.0,12.1,36,1,1,1,1
0701800212,2016-03-14,2022-11-28,350.0,351,137.0,39.0,14,0,1,0,0
07032003,2016-09-12,2023-02-27,337.0,338,92.0,27.2,14,0,1,1,0
07044802,2015-12-14,2023-02-27,376.0,377,24.0,6.4,47,1,1,1,1
07088002,2018-01-08,2022-12-26,259.0,260,124.0,47.7,27,0,1,0,0
07099002,2016-02-01,2023-02-27,369.0,370,127.0,34.3,28,0,1,1,0
07099501,2016-03-28,2023-02-27,361.0,362,46.0,12.7,37,1,1,1,1
07110301BT,2021-02-15,2023-03-06,107.0,108,6.0,5.6,51,1,0,1,0
07112001BT,2021-02-15,2023-03-06,107.0,108,28.0,25.9,14,0,0,1,0
07116701BT,2021-02-15,2023-03-06,107.0,108,10.0,9.3,51,1,0,1,0
07117001BT,2021-03-08,2023-03-06,104.0,105,10.0,9.5,45,1,0,1,0
07144101BT,2021-03-08,2023-03-06,104.0,105,8.0,7.6,39,1,0,1,0
07217712,2015-12-21,2023-01-30,371.0,372,149.0,40.1,19,0,1,1,0
0741770612,2016-02-15,2023-01-23,362.0,363,220.0,60.6,11,0,1,1,0
081192,2017-12-04,2023-02-27,273.0,274,3.0,1.1,122,1,1,1,1
08119301,2015-12-21,2023-02-27,375.0,376,10.0,2.7,223,1,1,1,1
08119302,2021-10-04,2023-02-20,72.0,73,4.0,5.5,45,1,0,1,0
08119701,2015-12-21,2023-02-27,375.0,376,47.0,12.5,123,1,1,1,1
08119702,2016-01-04,2023-02-20,372.0,373,11.0,2.9,103,1,1,1,1
08119703,2021-10-11,2023-02-27,72.0,73,10.0,13.7,14,1,0,1,0
08119704,2021-05-31,2023-02-20,90.0,91,24.0,26.4,10,0,0,1,0
08149501,2016-01-18,2022-11-28,358.0,359,156.0,43.5,17,0,1,0,0
08153704,2016-08-29,2016-12-19,16.0,17,1.0,5.9,14,1,0,0,0
08333301,2023-01-02,2023-02-27,8.0,9,0.0,0.0,9,1,0,1,0
08516702,2015-12-21,2018-02-05,111.0,112,45.0,40.2,31,0,1,0,0
08517002,2016-01-04,2021-02-08,266.0,267,215.0,80.5,10,0,1,0,0
08517501,2016-05-16,2018-05-14,104.0,105,77.0,73.3,9,0,0,0,0
09016401BT,2021-02-15,2023-03-06,107.0,108,10.0,9.3,40,1,0,1,0
09018601,2015-12-21,2022-12-19,365.0,366,86.0,23.5,35,0,1,0,0
09018602,2015-12-28,2023-03-06,375.0,376,36.0,9.6,53,1,1,1,1
09026401,2016-06-06,2023-02-13,349.0,350,98.0,28.0,26,0,1,1,0
09039301BT,2021-03-08,2022-12-05,91.0,92,16.0,17.4,31,1,0,0,0
09049501,2016-04-18,2023-01-23,353.0,354,190.0,53.7,14,0,1,1,0
09053601ES,2016-03-28,2021-05-24,269.0,270,113.0,41.9,13,0,1,0,0
09096001,2017-09-04,2018-05-14,36.0,37,13.0,35.1,17,0,0,0,0
09096002,2017-01-09,2021-10-25,250.0,251,196.0,78.1,13,0,1,0,0
09096020,2018-01-29,2023-02-06,262.0,263,26.0,9.9,38,1,1,1,1
09096021,2019-02-11,2022-12-05,199.0,200,68.0,34.0,16,0,1,0,0
09096022,2018-01-08,2023-02-27,268.0,269,14.0,5.2,83,1,1,1,1
09096401,2016-01-18,2023-01-09,364.0,365,83.0,22.7,29,0,1,0,0
09097401,2016-02-08,2023-02-06,365.0,366,141.0,38.5,17,0,1,1,0
09286299,2019-03-25,2022-10-17,186.0,187,129.0,69.0,10,0,1,0,0
09286501,2016-02-29,2018-05-14,115.0,116,28.0,24.1,18,0,1,0,0
09286508,2016-04-04,2018-04-02,104.0,105,50.0,47.6,9,0,0,0,0
09286520,2019-09-02,2022-01-17,124.0,125,53.0,42.4,10,0,1,0,0
09286551,2015-12-14,2023-02-27,376.0,377,91.0,24.1,82,0,1,1,0
09286552,2016-01-04,2023-02-27,373.0,374,42.0,11.2,84,1,1,1,1
09286554,2017-02-27,2022-11-14,298.0,299,211.0,70.6,9,0,1,0,0
09286558,2016-01-04,2023-02-27,373.0,374,134.0,35.8,15,0,1,1,0
09286559,2016-02-29,2018-05-21,116.0,117,52.0,44.4,43,0,1,0,0
09286561,2016-04-18,2023-02-20,357.0,358,124.0,34.6,23,0,1,1,0
09286562,2016-01-04,2023-02-20,372.0,373,180.0,48.3,15,0,1,1,0
09286563,2015-12-21,2023-03-06,376.0,377,74.0,19.6,87,1,1,1,1
09286564,2015-12-28,2023-01-09,367.0,368,109.0,29.6,31,0,1,0,0
09286567,2017-01-09,2023-01-30,316.0,317,178.0,56.2,9,0,1,1,0
09286571,2016-01-11,2022-09-26,350.0,351,201.0,57.3,15,0,1,0,0
09286573,2016-03-28,2023-01-02,353.0,354,250.0,70.6,11,0,1,0,0
09288299,2019-03-04,2020-10-12,84.0,85,33.0,38.8,9,0,0,0,0
09288552,2019-02-11,2023-01-09,204.0,205,101.0,49.3,10,0,1,0,0
09288563NM,2021-10-18,2023-02-27,71.0,72,33.0,45.8,9,0,0,1,0
100619603H,2016-01-11,2022-05-30,333.0,334,103.0,30.8,30,0,1,0,0
106103,2015-12-21,2023-02-27,375.0,376,3.0,0.8,201,1,1,1,1
106103DA,2015-12-14,2023-02-20,375.0,376,145.0,38.6,35,0,1,1,0
106124,2016-04-18,2023-02-13,356.0,357,218.0,61.1,13,0,1,1,0
10616102,2016-05-09,2023-01-30,351.0,352,138.0,39.2,21,0,1,1,0
106177,2016-01-04,2023-02-20,372.0,373,47.0,12.6,71,1,1,1,1
106180,2015-12-07,2023-02-27,377.0,378,16.0,4.2,223,1,1,1,1
106200,2016-03-07,2021-08-23,285.0,286,89.0,31.1,18,0,1,0,0
10620501,2016-01-04,2023-02-27,373.0,374,81.0,21.7,29,0,1,1,0
106245,2017-09-04,2022-12-12,275.0,276,160.0,58.0,10,0,1,0,0
10628101,2022-09-05,2023-01-30,21.0,22,6.0,27.3,10,0,0,1,0
106437,2015-12-21,2023-02-27,375.0,376,44.0,11.7,48,1,1,1,1
106440,2015-12-28,2023-02-20,373.0,374,153.0,40.9,25,0,1,1,0
106486,2015-12-28,2023-02-27,374.0,375,69.0,18.4,26,1,1,1,1
106487,2016-03-28,2020-07-20,225.0,226,56.0,24.8,33,0,1,0,0
106603,2015-12-21,2023-02-27,375.0,376,44.0,11.7,69,1,1,1,1
106604,2016-03-07,2023-02-20,363.0,364,157.0,43.1,17,0,1,1,0
106605,2016-04-18,2023-02-27,358.0,359,177.0,49.3,14,0,1,1,0
106606,2018-06-04,2023-02-20,246.0,247,142.0,57.5,10,0,1,1,0
106607,2016-01-25,2022-11-28,357.0,358,202.0,56.4,11,0,1,0,0
106980,2015-12-28,2023-02-27,374.0,375,5.0,1.3,222,1,1,1,1
10698001,2018-07-16,2020-01-20,79.0,80,31.0,38.8,11,0,0,0,0
106985,2018-01-01,2022-04-18,224.0,225,156.0,69.3,10,0,1,0,0
107103,2016-01-04,2023-02-20,372.0,373,95.0,25.5,38,0,1,1,0
107164,2016-01-25,2023-02-20,369.0,370,85.0,23.0,28,0,1,1,0
1071649,2016-08-29,2022-12-26,330.0,331,145.0,43.8,14,0,1,0,0
107167,2015-12-28,2023-02-13,372.0,373,53.0,14.2,40,1,1,1,1
10717002,2015-12-07,2023-02-27,377.0,378,4.0,1.1,226,1,1,1,1
107174,2016-02-01,2023-01-23,364.0,365,105.0,28.8,14,0,1,1,0
1071749,2015-12-14,2023-02-27,376.0,377,30.0,8.0,143,1,1,1,1
107175,2015-12-14,2017-11-13,100.0,101,87.0,86.1,9,0,0,0,0
107181,2016-01-04,2023-02-20,372.0,373,88.0,23.6,54,0,1,1,0
10723606NM,2022-01-17,2023-02-27,58.0,59,28.0,47.5,9,0,0,1,0
107251,2016-01-04,2019-02-04,161.0,162,39.0,24.1,104,0,1,0,0
107252,2016-02-08,2019-02-04,156.0,157,59.0,37.6,17,0,1,0,0
107395,2016-01-04,2023-01-23,368.0,369,7.0,1.9,207,1,1,1,1
107476,2016-02-15,2023-02-13,365.0,366,146.0,39.9,16,0,1,1,0
107503,2016-04-25,2023-01-09,350.0,351,161.0,45.9,12,0,1,0,0
10763606,2016-12-12,2021-01-25,215.0,216,72.0,33.3,12,0,1,0,0
10763620,2017-10-16,2022-07-18,248.0,249,154.0,61.8,15,0,1,0,0
107839,2016-01-04,2023-02-27,373.0,374,4.0,1.1,223,1,1,1,1
107922,2016-01-18,2023-02-27,371.0,372,35.0,9.4,68,1,1,1,1
107926,2015-12-21,2023-02-13,373.0,374,82.0,21.9,86,0,1,1,0
107935,2020-08-03,2023-02-27,134.0,135,82.0,60.7,10,0,1,1,0
107940,2016-03-07,2023-02-13,362.0,363,198.0,54.5,9,0,1,1,0
107964,2016-03-07,2023-01-02,356.0,357,168.0,47.1,12,0,1,0,0
112103,2016-04-18,2023-02-06,355.0,356,147.0,41.3,21,0,1,1,0
112177,2016-03-14,2023-01-09,356.0,357,142.0,39.8,13,0,1,0,0
112200,2018-09-03,2022-12-19,224.0,225,123.0,54.7,12,0,1,0,0
112203,2016-02-01,2018-07-16,128.0,129,37.0,28.7,19,0,1,0,0
112205,2017-05-01,2023-02-20,303.0,304,138.0,45.4,9,0,1,1,0
112206,2020-07-13,2023-02-20,136.0,137,62.0,45.3,9,0,1,1,0
112207,2016-09-19,2023-02-27,336.0,337,195.0,57.9,9,0,1,1,0
112370,2016-01-04,2023-01-09,366.0,367,172.0,46.9,11,0,1,0,0
112441,2016-05-16,2023-02-27,354.0,355,45.0,12.7,24,1,1,1,1
1134100103,2017-04-10,2018-02-19,45.0,46,17.0,37.0,11,0,0,0,0
1134100105,2018-05-14,2021-02-22,145.0,146,64.0,43.8,9,0,1,0,0
1134100107,2021-06-14,2023-02-27,89.0,90,18.0,20.0,14,0,0,1,0
1134423140,2020-09-21,2023-02-27,127.0,128,59.0,46.1,11,0,1,1,0
11423601,2021-01-25,2023-02-27,109.0,110,31.0,28.2,12,0,0,1,0
114444,2015-12-28,2023-02-27,374.0,375,35.0,9.3,59,1,1,1,1
11463601,2016-05-02,2021-01-11,245.0,246,89.0,36.2,17,0,1,0,0
117103,2016-02-29,2023-02-20,364.0,365,63.0,17.3,46,1,1,1,1
117103DA,2017-01-09,2022-11-28,307.0,308,211.0,68.5,10,0,1,0,0
117175,2015-12-28,2023-01-16,368.0,369,58.0,15.7,69,1,1,1,1
117333,2016-01-11,2023-02-27,372.0,373,54.0,14.5,59,1,1,1,1
117377,2020-05-04,2022-11-14,132.0,133,83.0,62.4,9,0,1,0,0
117440,2016-06-20,2023-02-27,349.0,350,12.0,3.4,83,1,1,1,1
119382315,2020-07-20,2023-02-20,135.0,136,58.0,42.6,12,0,1,1,0
120520004H,2016-05-16,2023-01-02,346.0,347,141.0,40.6,16,0,1,0,0
120728004H,2022-10-24,2023-02-27,18.0,19,1.0,5.3,10,1,0,1,0
120728005,2022-01-10,2023-02-27,59.0,60,4.0,6.7,28,1,0,1,0
123100C,2015-12-21,2023-02-27,375.0,376,3.0,0.8,210,1,1,1,1
123100F,2015-12-21,2023-02-27,375.0,376,0.0,0.0,376,1,1,1,1
123103,2015-12-28,2023-02-27,374.0,375,67.0,17.9,32,1,1,1,1
123105,2016-01-18,2023-01-30,367.0,368,77.0,20.9,19,0,1,1,0
123125C,2015-12-21,2023-02-27,375.0,376,4.0,1.1,224,1,1,1,1
123125F,2015-12-21,2023-02-27,375.0,376,4.0,1.1,190,1,1,1,1
123155C,2016-04-11,2023-02-27,359.0,360,121.0,33.6,10,0,1,1,0
123155F,2016-03-14,2023-02-27,363.0,364,60.0,16.5,41,1,1,1,1
123167,2015-12-28,2023-02-27,374.0,375,96.0,25.6,19,0,1,1,0
123170,2015-12-28,2023-02-13,372.0,373,106.0,28.4,22,0,1,1,0
123210,2016-04-04,2023-02-27,360.0,361,45.0,12.5,28,1,1,1,1
123214,2015-12-07,2023-02-27,377.0,378,12.0,3.2,92,1,1,1,1
123215,2015-12-14,2023-02-27,376.0,377,1.0,0.3,225,1,1,1,1
123230,2015-12-21,2023-02-27,375.0,376,86.0,22.9,20,0,1,1,0
123306,2015-12-21,2023-02-27,375.0,376,2.0,0.5,222,1,1,1,1
123310,2016-01-04,2023-02-27,373.0,374,39.0,10.4,47,1,1,1,1
123314,2015-12-28,2023-02-27,374.0,375,5.0,1.3,150,1,1,1,1
123315,2015-12-21,2023-02-27,375.0,376,2.0,0.5,224,1,1,1,1
123317,2016-09-26,2023-02-27,335.0,336,88.0,26.2,26,0,1,1,0
123330,2016-02-08,2023-02-27,368.0,369,43.0,11.7,51,1,1,1,1
123342,2015-12-28,2023-02-20,373.0,374,87.0,23.3,21,0,1,1,0
123360,2016-06-20,2023-02-20,348.0,349,115.0,33.0,14,0,1,1,0
123416,2016-05-16,2023-02-27,354.0,355,60.0,16.9,21,1,1,1,1
123500F,2015-12-28,2023-02-27,374.0,375,5.0,1.3,99,1,1,1,1
123505,2015-12-14,2023-02-27,376.0,377,3.0,0.8,224,1,1,1,1
123506,2015-12-21,2023-02-27,375.0,376,1.0,0.3,224,1,1,1,1
123510F,2016-02-08,2023-02-27,368.0,369,161.0,43.6,10,0,1,1,0
123511F,2016-04-18,2023-02-27,358.0,359,131.0,36.5,13,0,1,1,0
123512C,2020-07-13,2023-02-27,137.0,138,55.0,39.9,12,0,1,1,0
123512F,2016-10-10,2023-02-27,333.0,334,81.0,24.3,19,0,1,1,0
123513F,2016-03-14,2023-02-27,363.0,364,169.0,46.4,10,0,1,1,0
123515,2016-02-22,2023-02-27,366.0,367,1.0,0.3,216,1,1,1,1
123520C,2015-12-21,2023-02-27,375.0,376,7.0,1.9,114,1,1,1,1
123520F,2015-11-30,2023-02-27,378.0,379,1.0,0.3,227,1,1,1,1
124151,2015-12-28,2019-05-20,177.0,178,26.0,14.6,41,1,1,0,0
12416761,2016-04-25,2020-03-02,201.0,202,96.0,47.5,22,0,1,0,0
12417061,2015-12-28,2019-11-18,203.0,204,39.0,19.1,33,1,1,0,0
124194,2016-01-18,2020-03-09,216.0,217,96.0,44.2,15,0,1,0,0
12423606,2022-01-03,2023-03-06,61.0,62,9.0,14.5,13,1,0,1,0
12423607,2021-04-26,2023-02-20,95.0,96,32.0,33.3,15,0,0,1,0
1242807,2016-03-14,2019-07-29,176.0,177,53.0,29.9,13,0,1,0,0
124334,2016-03-28,2020-08-10,228.0,229,73.0,31.9,28,0,1,0,0
124341,2016-01-04,2019-05-13,175.0,176,7.0,4.0,52,1,1,0,0
12434261,2016-12-05,2019-01-28,112.0,113,55.0,48.7,10,0,1,0,0
124520,2016-09-26,2019-12-16,168.0,169,72.0,42.6,10,0,1,0,0
12463604,2019-08-19,2023-01-09,177.0,178,49.0,27.5,12,0,1,0,0
12463606,2016-03-28,2020-11-16,242.0,243,52.0,21.4,16,0,1,0,0
12463607,2016-03-28,2020-11-16,242.0,243,72.0,29.6,13,0,1,0,0
124824,2016-01-04,2021-01-11,262.0,263,69.0,26.2,28,0,1,0,0
12910361,2015-12-21,2021-06-14,286.0,287,69.0,24.0,50,0,1,0,0
12910461,2016-02-01,2019-04-22,168.0,169,14.0,8.3,51,1,1,0,0
12912061,2016-02-08,2020-05-18,223.0,224,86.0,38.4,18,0,1,0,0
130335,2015-12-07,2023-02-27,377.0,378,1.0,0.3,226,1,1,1,1
13033503P,2018-05-14,2018-12-17,31.0,32,3.0,9.4,17,1,0,0,0
130336,2016-01-04,2023-02-20,372.0,373,54.0,14.5,29,1,1,1,1
130337,2016-01-04,2023-02-27,373.0,374,20.0,5.3,224,1,1,1,1
130338,2015-12-21,2022-10-17,356.0,357,243.0,68.1,95,0,1,0,0
130432,2016-09-12,2022-06-13,300.0,301,152.0,50.5,9,0,1,0,0
130434,2015-12-28,2022-03-14,324.0,325,125.0,38.5,50,0,1,0,0
130484,2015-12-14,2023-02-27,376.0,377,62.0,16.4,46,1,1,1,1
130485,2016-01-04,2022-01-31,317.0,318,100.0,31.4,133,0,1,0,0
130487,2016-01-25,2022-05-30,331.0,332,171.0,51.5,18,0,1,0,0
130493,2016-01-18,2023-02-20,370.0,371,33.0,8.9,186,1,1,1,1
130495,2015-12-21,2023-03-06,376.0,377,21.0,5.6,66,1,1,1,1
130496,2015-12-28,2023-02-27,374.0,375,61.0,16.3,36,1,1,1,1
1306100310,2016-09-19,2023-02-20,335.0,336,57.0,17.0,22,1,1,1,1
132100C,2017-04-10,2020-06-15,166.0,167,56.0,33.5,15,0,1,0,0
132100F,2016-02-15,2020-06-22,227.0,228,63.0,27.6,19,0,1,0,0
132103,2015-12-28,2020-03-16,220.0,221,56.0,25.3,122,0,1,0,0
132104,2015-12-21,2020-01-06,211.0,212,4.0,1.9,185,1,1,0,0
132120,2015-12-28,2019-07-01,183.0,184,48.0,26.1,24,0,1,0,0
132124,2016-01-18,2019-12-16,204.0,205,46.0,22.4,24,0,1,0,0
132125C,2016-09-19,2020-06-29,197.0,198,81.0,40.9,14,0,1,0,0
132125F,2016-09-26,2020-06-29,196.0,197,81.0,41.1,13,0,1,0,0
132176,2016-01-04,2020-05-04,226.0,227,34.0,15.0,91,1,1,0,0
132342,2016-05-02,2019-07-15,167.0,168,42.0,25.0,22,0,1,0,0
132416,2016-04-04,2022-02-07,305.0,306,171.0,55.9,13,0,1,0,0
132510C,2017-09-11,2021-06-21,197.0,198,113.0,57.1,9,0,1,0,0
132510F,2017-05-29,2021-05-17,207.0,208,108.0,51.9,11,0,1,0,0
132768,2015-12-21,2022-01-24,318.0,319,126.0,39.5,132,0,1,0,0
132774,2016-02-15,2022-04-25,323.0,324,196.0,60.5,22,0,1,0,0
1330448010,2016-01-11,2022-12-26,363.0,364,123.0,33.8,11,0,1,0,0
13315510F,2017-05-15,2023-02-20,301.0,302,102.0,33.8,14,0,1,1,0
133155F,2017-10-16,2019-01-21,66.0,67,24.0,35.8,9,0,0,0,0
13315710F,2018-01-01,2023-02-13,267.0,268,109.0,40.7,9,0,1,1,0
1334013010,2016-05-30,2023-02-06,349.0,350,174.0,49.7,10,0,1,1,0
134100106,2022-02-14,2023-02-27,54.0,55,3.0,5.5,26,1,0,1,0
134121,2015-12-21,2018-04-02,119.0,120,13.0,10.8,73,1,1,0,0
134122,2016-01-04,2023-02-27,373.0,374,8.0,2.1,115,1,1,1,1
134123,2015-12-21,2023-02-27,375.0,376,0.0,0.0,376,1,1,1,1
134123AC,2021-01-11,2023-02-27,111.0,112,8.0,7.1,28,1,1,1,1
134123BM,2020-06-29,2023-03-06,140.0,141,8.0,5.7,90,1,1,1,1
134123DUM,2017-01-16,2022-10-31,302.0,303,244.0,80.5,12,0,1,0,0
134123NM,2019-01-07,2023-02-27,216.0,217,3.0,1.4,117,1,1,1,1
134123OM,2022-12-26,2023-02-27,9.0,10,0.0,0.0,10,1,0,1,0
13413726,2015-12-21,2023-02-27,375.0,376,9.0,2.4,157,1,1,1,1
13413730,2016-02-29,2023-02-27,365.0,366,10.0,2.7,182,1,1,1,1
13413730AC,2022-09-05,2023-02-27,25.0,26,11.0,42.3,9,0,0,1,0
13413730NM,2020-02-03,2023-02-27,160.0,161,23.0,14.3,35,1,1,1,1
13413826,2015-12-21,2023-02-27,375.0,376,15.0,4.0,115,1,1,1,1
13413830,2016-01-11,2023-02-27,372.0,373,32.0,8.6,102,1,1,1,1
13413830NM,2020-09-28,2023-02-27,126.0,127,24.0,18.9,14,1,1,1,1
13413940,2015-12-28,2023-02-27,374.0,375,7.0,1.9,199,1,1,1,1
13413940NM,2021-05-03,2023-02-27,95.0,96,34.0,35.4,9,0,0,1,0
