unique_id,min_date,max_date,lifetime,n_records,n_zero,% zero,n_consecutive_weeks,ok_zeros,ok_2years,ok_sales_last_2months,time_series,zero_range
20031201,2016-01-11,2023-02-06,369.0,370,56.0,15.1,73,1,1,1,1,< 20%
20044001,2015-12-21,2023-02-27,375.0,376,23.0,6.1,174,1,1,1,1,< 20%
20047501,2015-12-14,2023-02-27,376.0,377,39.0,10.3,119,1,1,1,1,< 20%
20118001,2016-01-04,2023-01-16,367.0,368,71.0,19.3,143,1,1,1,1,< 20%
20210301,2015-12-21,2023-02-27,375.0,376,1.0,0.3,190,1,1,1,1,< 20%
20210301D,2016-01-04,2023-03-06,374.0,375,36.0,9.6,44,1,1,1,1,< 20%
20210301NM,2020-01-06,2023-03-06,165.0,166,6.0,3.6,51,1,1,1,1,< 20%
20210303,2015-12-07,2023-02-27,377.0,378,19.0,5.0,86,1,1,1,1,< 20%
20210305,2016-01-04,2023-02-27,373.0,374,58.0,15.5,33,1,1,1,1,< 20%
20212001,2015-12-21,2023-02-27,375.0,376,12.0,3.2,138,1,1,1,1,< 20%
20212001D,2016-01-04,2023-02-20,372.0,373,64.0,17.2,83,1,1,1,1,< 20%
20217001,2016-01-04,2023-02-27,373.0,374,44.0,11.8,84,1,1,1,1,< 20%
20219501,2016-01-04,2023-02-13,371.0,372,52.0,14.0,25,1,1,1,1,< 20%
20263901,2015-12-14,2023-02-27,376.0,377,8.0,2.1,86,1,1,1,1,< 20%
20263901NM,2019-09-23,2023-02-27,179.0,180,12.0,6.7,32,1,1,1,1,< 20%
20310301,2015-12-28,2023-03-06,375.0,376,14.0,3.7,191,1,1,1,1,< 20%
20310303,2015-12-28,2023-01-23,369.0,370,6.0,1.6,188,1,1,1,1,< 20%
20312003,2015-12-28,2023-01-23,369.0,370,40.0,10.8,45,1,1,1,1,< 20%
20316701,2015-12-21,2023-02-27,375.0,376,10.0,2.7,188,1,1,1,1,< 20%
20317001,2015-12-28,2023-01-23,369.0,370,9.0,2.4,221,1,1,1,1,< 20%
20318001,2015-12-28,2023-02-27,374.0,375,61.0,16.3,34,1,1,1,1,< 20%
20318002,2016-02-01,2023-02-27,369.0,370,2.0,0.5,289,1,1,1,1,< 20%
20320301,2016-01-04,2023-02-20,372.0,373,15.0,4.0,156,1,1,1,1,< 20%
20324501,2016-01-04,2023-02-06,370.0,371,68.0,18.3,34,1,1,1,1,< 20%
20410301,2015-12-14,2023-02-27,376.0,377,0.0,0.0,377,1,1,1,1,< 20%
20410301D,2015-12-14,2023-02-27,376.0,377,2.0,0.5,228,1,1,1,1,< 20%
20412001,2015-12-14,2023-02-27,376.0,377,0.0,0.0,377,1,1,1,1,< 20%
20412001D,2015-12-21,2023-02-27,375.0,376,14.0,3.7,105,1,1,1,1,< 20%
20416701,2015-11-30,2023-02-27,378.0,379,0.0,0.0,379,1,1,1,1,< 20%
20417001,2015-12-14,2023-02-27,376.0,377,0.0,0.0,377,1,1,1,1,< 20%
20417701,2015-12-21,2023-02-27,375.0,376,15.0,4.0,105,1,1,1,1,< 20%
20418001,2016-02-01,2023-02-27,369.0,370,24.0,6.5,80,1,1,1,1,< 20%
20418002,2015-12-14,2023-02-27,376.0,377,3.0,0.8,210,1,1,1,1,< 20%
20419601,2015-11-30,2023-02-20,377.0,378,6.0,1.6,371,1,1,1,1,< 20%
20419602,2015-12-28,2023-01-23,369.0,370,3.0,0.8,223,1,1,1,1,< 20%
20419603,2015-12-21,2023-01-16,369.0,370,4.0,1.1,222,1,1,1,1,< 20%
20438501,2016-01-04,2023-02-27,373.0,374,11.0,2.9,229,1,1,1,1,< 20%
20438701,2015-12-14,2023-02-06,373.0,374,3.0,0.8,225,1,1,1,1,< 20%
20438702,2015-12-14,2023-01-30,372.0,373,3.0,0.8,210,1,1,1,1,< 20%
20438703,2015-12-21,2023-02-20,374.0,375,12.0,3.2,174,1,1,1,1,< 20%
20438704,2015-12-28,2023-01-30,370.0,371,11.0,3.0,157,1,1,1,1,< 20%
20438708,2018-07-09,2023-02-06,239.0,240,22.0,9.2,83,1,1,1,1,< 20%
20439501,2015-12-21,2023-02-06,372.0,373,31.0,8.3,222,1,1,1,1,< 20%
20510301,2015-12-14,2023-03-06,377.0,378,0.0,0.0,378,1,1,1,1,< 20%
20510301D,2016-01-04,2023-02-27,373.0,374,9.0,2.4,89,1,1,1,1,< 20%
20510303,2015-12-14,2023-02-27,376.0,377,3.0,0.8,193,1,1,1,1,< 20%
20510305,2015-11-09,2023-01-23,376.0,377,15.0,4.0,123,1,1,1,1,< 20%
20511201,2017-01-30,2023-02-27,317.0,318,46.0,14.5,30,1,1,1,1,< 20%
20512001,2015-12-14,2023-02-27,376.0,377,2.0,0.5,224,1,1,1,1,< 20%
20512001D,2016-01-04,2023-02-27,373.0,374,38.0,10.2,82,1,1,1,1,< 20%
20516701,2015-12-28,2023-02-27,374.0,375,16.0,4.3,190,1,1,1,1,< 20%
20517001,2015-12-21,2023-02-27,375.0,376,9.0,2.4,158,1,1,1,1,< 20%
205174019,2015-12-21,2023-03-06,376.0,377,12.0,3.2,149,1,1,1,1,< 20%
20518001,2016-02-15,2023-02-13,365.0,366,63.0,17.2,65,1,1,1,1,< 20%
20518002,2015-12-21,2023-02-27,375.0,376,7.0,1.9,221,1,1,1,1,< 20%
20518201,2017-01-02,2023-02-27,321.0,322,2.0,0.6,169,1,1,1,1,< 20%
20518301,2017-01-02,2023-02-20,320.0,321,48.0,15.0,37,1,1,1,1,< 20%
20522201,2016-04-04,2023-02-27,360.0,361,32.0,8.9,46,1,1,1,1,< 20%
20522301,2015-12-14,2023-03-06,377.0,378,0.0,0.0,378,1,1,1,1,< 20%
20522301NM,2019-09-09,2023-02-20,180.0,181,18.0,9.9,63,1,1,1,1,< 20%
20531201,2015-12-28,2023-01-30,370.0,371,41.0,11.1,117,1,1,1,1,< 20%
20539501,2016-02-01,2023-02-20,368.0,369,42.0,11.4,71,1,1,1,1,< 20%
20544001,2015-12-21,2023-02-27,375.0,376,20.0,5.3,180,1,1,1,1,< 20%
20544001NM,2018-04-23,2023-02-27,253.0,254,47.0,18.5,23,1,1,1,1,< 20%
20548601,2015-12-28,2023-02-27,374.0,375,19.0,5.1,210,1,1,1,1,< 20%
20548601NM,2020-08-10,2023-02-27,133.0,134,22.0,16.4,21,1,1,1,1,< 20%
20548702,2020-08-24,2023-02-20,130.0,131,25.0,19.1,16,1,1,1,1,< 20%
20560302,2016-01-04,2023-02-27,373.0,374,60.0,16.0,61,1,1,1,1,< 20%
20718201,2017-01-09,2023-03-06,321.0,322,13.0,4.0,75,1,1,1,1,< 20%
20718202,2017-01-16,2023-02-13,317.0,318,45.0,14.2,36,1,1,1,1,< 20%
20725201,2015-12-21,2023-02-27,375.0,376,9.0,2.4,190,1,1,1,1,< 20%
20725204,2015-12-14,2023-02-13,374.0,375,28.0,7.5,58,1,1,1,1,< 20%
20735201,2015-12-21,2023-02-20,374.0,375,18.0,4.8,89,1,1,1,1,< 20%
20735201NM,2018-08-13,2023-01-23,232.0,233,43.0,18.5,29,1,1,1,1,< 20%
21027301,2017-01-30,2023-02-13,315.0,316,53.0,16.8,42,1,1,1,1,< 20%
21027313,2017-06-12,2023-02-27,298.0,299,15.0,5.0,85,1,1,1,1,< 20%
21027391,2017-01-09,2023-02-27,320.0,321,42.0,13.1,43,1,1,1,1,< 20%
21027399,2017-01-02,2023-02-27,321.0,322,48.0,14.9,84,1,1,1,1,< 20%
21110301,2018-01-01,2023-03-06,270.0,271,0.0,0.0,271,1,1,1,1,< 20%
21110301AC,2020-01-06,2023-03-06,165.0,166,7.0,4.2,73,1,1,1,1,< 20%
21110301BM,2019-12-30,2023-02-27,165.0,166,8.0,4.8,52,1,1,1,1,< 20%
21110301D,2018-01-08,2023-03-06,269.0,270,3.0,1.1,167,1,1,1,1,< 20%
21110301KM,2019-12-30,2023-03-06,166.0,167,11.0,6.6,50,1,1,1,1,< 20%
21110301NM,2019-12-30,2023-03-06,166.0,167,0.0,0.0,167,1,1,1,1,< 20%
21110301OM,2019-12-30,2023-02-27,165.0,166,11.0,6.6,37,1,1,1,1,< 20%
21110301OR,2019-12-30,2023-02-27,165.0,166,13.0,7.8,73,1,1,1,1,< 20%
21110302,2018-01-08,2023-02-27,268.0,269,28.0,10.4,33,1,1,1,1,< 20%
21110302NM,2020-05-04,2023-02-27,147.0,148,16.0,10.8,47,1,1,1,1,< 20%
21112001,2018-01-01,2023-02-27,269.0,270,2.0,0.7,165,1,1,1,1,< 20%
21112001D,2018-03-12,2023-03-06,260.0,261,10.0,3.8,67,1,1,1,1,< 20%
21112001NM,2019-12-30,2023-03-06,166.0,167,3.0,1.8,136,1,1,1,1,< 20%
21116701,2018-02-05,2023-02-27,264.0,265,28.0,10.6,34,1,1,1,1,< 20%
21116701NM,2018-10-22,2023-02-27,227.0,228,22.0,9.6,41,1,1,1,1,< 20%
21117001,2018-01-08,2023-02-27,268.0,269,1.0,0.4,165,1,1,1,1,< 20%
21117001BM,2020-08-24,2023-02-27,131.0,132,22.0,16.7,25,1,1,1,1,< 20%
21117001NM,2018-02-05,2023-02-27,264.0,265,2.0,0.8,137,1,1,1,1,< 20%
21117409,2018-03-26,2023-01-30,253.0,254,28.0,11.0,78,1,1,1,1,< 20%
21117409NM,2018-04-23,2023-02-06,250.0,251,32.0,12.7,34,1,1,1,1,< 20%
21120301,2018-01-29,2023-03-06,266.0,267,1.0,0.4,219,1,1,1,1,< 20%
21120301NM,2019-12-30,2023-02-27,165.0,166,0.0,0.0,166,1,1,1,1,< 20%
21120501,2018-03-26,2023-02-27,257.0,258,17.0,6.6,56,1,1,1,1,< 20%
21130501,2019-02-11,2023-03-06,212.0,213,39.0,18.3,19,1,1,1,1,< 20%
21139501NM,2019-12-30,2023-02-20,164.0,165,6.0,3.6,83,1,1,1,1,< 20%
21139502,2018-01-01,2023-03-06,270.0,271,25.0,9.2,48,1,1,1,1,< 20%
21180301,2018-01-08,2023-02-27,268.0,269,2.0,0.7,154,1,1,1,1,< 20%
21180301NM,2019-12-30,2023-02-27,165.0,166,3.0,1.8,113,1,1,1,1,< 20%
21510310,2020-08-24,2023-02-27,131.0,132,0.0,0.0,132,1,1,1,1,< 20%
21510310D,2020-10-19,2023-02-27,123.0,124,3.0,2.4,60,1,1,1,1,< 20%
21512010,2020-10-12,2023-02-27,124.0,125,0.0,0.0,125,1,1,1,1,< 20%
21516710,2020-08-03,2023-02-27,134.0,135,0.0,0.0,135,1,1,1,1,< 20%
21517010,2020-07-20,2023-02-27,136.0,137,0.0,0.0,137,1,1,1,1,< 20%
21533301,2019-03-11,2023-02-27,207.0,208,1.0,0.5,166,1,1,1,1,< 20%
21544101,2019-03-18,2023-02-27,206.0,207,0.0,0.0,207,1,1,1,1,< 20%
21599002,2019-05-20,2023-02-27,197.0,198,13.0,6.6,31,1,1,1,1,< 20%
21610310,2020-08-24,2023-02-27,131.0,132,0.0,0.0,132,1,1,1,1,< 20%
21610410,2020-08-17,2023-02-27,132.0,133,15.0,11.3,25,1,1,1,1,< 20%
21612010,2020-10-12,2023-02-27,124.0,125,0.0,0.0,125,1,1,1,1,< 20%
21616401,2019-10-21,2023-02-27,175.0,176,17.0,9.7,40,1,1,1,1,< 20%
21616409,2020-05-04,2023-02-27,147.0,148,13.0,8.8,31,1,1,1,1,< 20%
21616710,2020-08-17,2023-02-27,132.0,133,1.0,0.8,82,1,1,1,1,< 20%
21617010,2020-08-03,2023-02-27,134.0,135,1.0,0.7,82,1,1,1,1,< 20%
21619110,2020-09-21,2023-02-27,127.0,128,5.0,3.9,63,1,1,1,1,< 20%
21639301,2019-10-14,2023-03-06,177.0,178,2.0,1.1,166,1,1,1,1,< 20%
21639501,2020-10-19,2023-02-27,123.0,124,7.0,5.6,69,1,1,1,1,< 20%
21644010,2020-06-29,2023-03-06,140.0,141,0.0,0.0,141,1,1,1,1,< 20%
21644710,2020-06-29,2023-02-27,139.0,140,0.0,0.0,140,1,1,1,1,< 20%
21710301,2020-02-17,2023-02-27,158.0,159,0.0,0.0,159,1,1,1,1,< 20%
21710401,2020-05-04,2023-02-27,147.0,148,8.0,5.4,35,1,1,1,1,< 20%
21712001,2020-04-06,2023-02-27,151.0,152,3.0,2.0,67,1,1,1,1,< 20%
21712301,2020-05-25,2023-02-20,143.0,144,4.0,2.8,42,1,1,1,1,< 20%
21716701,2020-04-20,2023-02-27,149.0,150,0.0,0.0,150,1,1,1,1,< 20%
21717001,2020-04-06,2023-02-27,151.0,152,2.0,1.3,113,1,1,1,1,< 20%
21719101,2020-06-15,2023-02-27,141.0,142,12.0,8.5,28,1,1,1,1,< 20%
21720301,2020-02-17,2023-02-27,158.0,159,5.0,3.1,48,1,1,1,1,< 20%
21739301,2020-05-04,2023-02-27,147.0,148,2.0,1.4,74,1,1,1,1,< 20%
21810301,2020-07-06,2023-02-27,138.0,139,3.0,2.2,53,1,1,1,1,< 20%
21812001,2020-11-02,2023-02-27,121.0,122,9.0,7.4,38,1,1,1,1,< 20%
24210201,2019-08-26,2023-02-27,183.0,184,18.0,9.8,33,1,1,1,1,< 20%
24210301,2018-01-01,2023-02-27,269.0,270,8.0,3.0,72,1,1,1,1,< 20%
24210301LM,2020-09-14,2023-02-27,128.0,129,17.0,13.2,37,1,1,1,1,< 20%
24210301LV,2018-01-08,2023-02-27,268.0,269,11.0,4.1,70,1,1,1,1,< 20%
24210601,2020-08-31,2023-02-27,130.0,131,26.0,19.8,13,1,1,1,1,< 20%
24210801,2019-03-25,2023-02-27,205.0,206,13.0,6.3,53,1,1,1,1,< 20%
24210801LM,2020-04-13,2023-02-27,150.0,151,28.0,18.5,22,1,1,1,1,< 20%
24210801LV,2019-04-22,2023-03-06,202.0,203,32.0,15.8,22,1,1,1,1,< 20%
24210901,2019-12-30,2023-02-27,165.0,166,6.0,3.6,51,1,1,1,1,< 20%
24210902,2019-04-22,2023-02-27,201.0,202,28.0,13.9,20,1,1,1,1,< 20%
24217601,2019-12-16,2023-02-27,167.0,168,26.0,15.5,29,1,1,1,1,< 20%
24218003,2018-03-26,2023-02-27,257.0,258,42.0,16.3,23,1,1,1,1,< 20%
24219502,2020-08-17,2023-02-13,130.0,131,21.0,16.0,24,1,1,1,1,< 20%
24284001,2020-01-06,2023-02-27,164.0,165,2.0,1.2,80,1,1,1,1,< 20%
24284001AC,2019-12-09,2023-03-06,169.0,170,2.0,1.2,149,1,1,1,1,< 20%
24284001BM,2019-12-30,2023-02-27,165.0,166,2.0,1.2,91,1,1,1,1,< 20%
24284001LM,2020-05-04,2023-02-27,147.0,148,6.0,4.1,64,1,1,1,1,< 20%
24284001LV,2020-01-13,2023-03-06,164.0,165,7.0,4.2,56,1,1,1,1,< 20%
24284001NM,2019-07-15,2023-03-06,190.0,191,0.0,0.0,191,1,1,1,1,< 20%
24284001OM,2020-01-27,2023-03-06,162.0,163,0.0,0.0,163,1,1,1,1,< 20%
24284001OR,2020-04-06,2023-02-27,151.0,152,1.0,0.7,146,1,1,1,1,< 20%
24284002NM,2020-09-14,2023-02-27,128.0,129,6.0,4.7,54,1,1,1,1,< 20%
26117001,2016-02-22,2023-02-27,366.0,367,16.0,4.4,94,1,1,1,1,< 20%
26117001NM,2018-10-08,2023-02-27,229.0,230,16.0,7.0,30,1,1,1,1,< 20%
26117209,2018-08-20,2023-02-20,235.0,236,27.0,11.4,39,1,1,1,1,< 20%
26121001,2018-01-22,2023-02-06,263.0,264,44.0,16.7,22,1,1,1,1,< 20%
26212001,2016-01-04,2023-02-27,373.0,374,3.0,0.8,217,1,1,1,1,< 20%
26212001D,2016-10-17,2023-02-27,332.0,333,44.0,13.2,28,1,1,1,1,< 20%
26230701,2015-12-21,2023-03-06,376.0,377,1.0,0.3,219,1,1,1,1,< 20%
26230701NM,2020-01-13,2023-03-06,164.0,165,0.0,0.0,165,1,1,1,1,< 20%
26230801,2016-01-04,2023-02-27,373.0,374,11.0,2.9,137,1,1,1,1,< 20%
26230801NM,2020-08-10,2023-02-20,132.0,133,14.0,10.5,21,1,1,1,1,< 20%
26238701,2020-12-28,2023-02-27,113.0,114,16.0,14.0,25,1,1,1,1,< 20%
26238701NM,2020-03-30,2023-02-20,151.0,152,3.0,2.0,87,1,1,1,1,< 20%
26247001,2018-01-08,2023-02-06,265.0,266,14.0,5.3,80,1,1,1,1,< 20%
26290301,2015-12-14,2023-02-27,376.0,377,1.0,0.3,341,1,1,1,1,< 20%
26290301AC,2020-05-25,2023-02-27,144.0,145,11.0,7.6,42,1,1,1,1,< 20%
26290301BM,2020-01-13,2023-02-27,163.0,164,8.0,4.9,62,1,1,1,1,< 20%
26290301D,2016-01-11,2023-02-27,372.0,373,30.0,8.0,51,1,1,1,1,< 20%
26290301NM,2019-12-30,2023-02-27,165.0,166,0.0,0.0,166,1,1,1,1,< 20%
26290301OM,2020-01-06,2023-02-27,164.0,165,20.0,12.1,28,1,1,1,1,< 20%
26290401,2016-03-07,2023-02-27,364.0,365,58.0,15.9,33,1,1,1,1,< 20%
26290402,2016-01-11,2023-02-27,372.0,373,18.0,4.8,52,1,1,1,1,< 20%
26290402NM,2020-09-21,2023-02-27,127.0,128,22.0,17.2,15,1,1,1,1,< 20%
26290403,2015-12-21,2023-02-27,375.0,376,15.0,4.0,53,1,1,1,1,< 20%
26290403NM,2020-10-12,2023-02-20,123.0,124,24.0,19.4,17,1,1,1,1,< 20%
29908406,2016-01-25,2023-02-27,370.0,371,14.0,3.8,81,1,1,1,1,< 20%
29911351,2016-01-04,2023-03-06,374.0,375,0.0,0.0,375,1,1,1,1,< 20%
29919503,2017-09-18,2023-02-27,284.0,285,41.0,14.4,24,1,1,1,1,< 20%
29919505,2019-01-14,2023-02-27,215.0,216,41.0,19.0,22,1,1,1,1,< 20%
29919506,2016-01-11,2023-02-27,372.0,373,30.0,8.0,49,1,1,1,1,< 20%
29925016,2018-02-12,2023-02-13,261.0,262,49.0,18.7,74,1,1,1,1,< 20%
29925064,2018-02-12,2023-02-13,261.0,262,49.0,18.7,65,1,1,1,1,< 20%
29955304,2018-10-29,2023-02-27,226.0,227,18.0,7.9,69,1,1,1,1,< 20%
29961001,2017-04-24,2023-02-27,305.0,306,38.0,12.4,44,1,1,1,1,< 20%
29961002,2017-01-09,2023-02-27,320.0,321,17.0,5.3,69,1,1,1,1,< 20%
29961006,2016-10-17,2023-02-27,332.0,333,48.0,14.4,20,1,1,1,1,< 20%
29963105,2016-02-22,2023-02-27,366.0,367,5.0,1.4,174,1,1,1,1,< 20%
29963106,2015-12-21,2023-02-27,375.0,376,7.0,1.9,157,1,1,1,1,< 20%
29963108,2016-01-04,2023-02-27,373.0,374,1.0,0.3,194,1,1,1,1,< 20%
29963109,2018-04-09,2023-02-27,255.0,256,43.0,16.8,50,1,1,1,1,< 20%
29963109LV,2018-03-26,2023-02-27,257.0,258,40.0,15.5,32,1,1,1,1,< 20%
29963111,2020-10-26,2023-02-27,122.0,123,8.0,6.5,46,1,1,1,1,< 20%
29963206,2015-12-21,2023-02-20,374.0,375,42.0,11.2,76,1,1,1,1,< 20%
29963901,2015-12-28,2023-02-27,374.0,375,0.0,0.0,375,1,1,1,1,< 20%
29963902,2015-12-21,2023-02-13,373.0,374,44.0,11.8,81,1,1,1,1,< 20%
29963920,2016-01-04,2023-02-27,373.0,374,2.0,0.5,151,1,1,1,1,< 20%
29974802,2016-01-04,2023-02-27,373.0,374,25.0,6.7,85,1,1,1,1,< 20%
29974901,2016-01-04,2023-03-06,374.0,375,22.0,5.9,65,1,1,1,1,< 20%
29974903,2016-01-18,2023-02-27,371.0,372,72.0,19.4,23,1,1,1,1,< 20%
29974904,2016-01-18,2023-03-06,372.0,373,56.0,15.0,33,1,1,1,1,< 20%
29974905,2017-01-02,2023-02-27,321.0,322,31.0,9.6,32,1,1,1,1,< 20%
29974906,2017-01-02,2023-02-27,321.0,322,17.0,5.3,84,1,1,1,1,< 20%
29989601,2017-10-09,2023-02-20,280.0,281,54.0,19.2,15,1,1,1,1,< 20%
29989603,2017-01-02,2023-02-27,321.0,322,48.0,14.9,31,1,1,1,1,< 20%
29990302,2016-01-04,2023-02-20,372.0,373,43.0,11.5,109,1,1,1,1,< 20%
29990304,2016-01-04,2023-02-27,373.0,374,25.0,6.7,136,1,1,1,1,< 20%
29995001,2015-12-21,2023-02-20,374.0,375,7.0,1.9,159,1,1,1,1,< 20%
39210301,2020-05-11,2023-02-27,146.0,147,22.0,15.0,47,1,1,1,1,< 20%
49286299,2020-10-05,2023-02-27,125.0,126,2.0,1.6,68,1,1,1,1,< 20%
49288299,2020-10-19,2023-02-27,123.0,124,12.0,9.7,23,1,1,1,1,< 20%
799201500,2017-04-17,2023-02-20,305.0,306,43.0,14.1,31,1,1,1,1,< 20%
80500101,2020-02-10,2023-02-27,159.0,160,26.0,16.2,34,1,1,1,1,< 20%
901102,2016-01-04,2023-02-27,373.0,374,17.0,4.5,70,1,1,1,1,< 20%
910616110,2016-02-01,2023-02-27,369.0,370,15.0,4.1,69,1,1,1,1,< 20%
910719005,2016-01-04,2023-02-27,373.0,374,28.0,7.5,42,1,1,1,1,< 20%
913010334,2015-12-14,2023-02-27,376.0,377,5.0,1.3,152,1,1,1,1,< 20%
9130190,2015-12-28,2023-03-06,375.0,376,1.0,0.3,222,1,1,1,1,< 20%
913043810,2016-08-08,2023-03-06,343.0,344,30.0,8.7,43,1,1,1,1,< 20%
9133317,2016-01-04,2023-02-27,373.0,374,24.0,6.4,50,1,1,1,1,< 20%
9134011,2015-12-28,2023-02-27,374.0,375,3.0,0.8,208,1,1,1,1,< 20%
913405802,2016-01-04,2023-02-27,373.0,374,42.0,11.2,31,1,1,1,1,< 20%
913412380,2015-12-21,2023-02-27,375.0,376,1.0,0.3,262,1,1,1,1,< 20%
9134235,2015-12-28,2023-02-27,374.0,375,8.0,2.1,166,1,1,1,1,< 20%
9134250,2017-05-15,2023-02-27,302.0,303,19.0,6.3,51,1,1,1,1,< 20%
9134256,2016-01-11,2023-02-27,372.0,373,51.0,13.7,59,1,1,1,1,< 20%
913427210,2016-05-16,2023-02-27,354.0,355,67.0,18.9,23,1,1,1,1,< 20%
913427220,2015-12-21,2023-02-27,375.0,376,59.0,15.7,39,1,1,1,1,< 20%
9134282,2015-12-21,2023-02-27,375.0,376,0.0,0.0,376,1,1,1,1,< 20%
9134284,2015-12-21,2023-02-27,375.0,376,11.0,2.9,86,1,1,1,1,< 20%
9134288,2016-01-04,2023-02-13,371.0,372,30.0,8.1,43,1,1,1,1,< 20%
9134290,2015-12-21,2023-03-06,376.0,377,15.0,4.0,90,1,1,1,1,< 20%
9134292,2015-12-21,2023-03-06,376.0,377,1.0,0.3,338,1,1,1,1,< 20%
9134319,2015-12-21,2023-02-27,375.0,376,73.0,19.4,17,1,1,1,1,< 20%
9134441,2016-01-04,2023-02-27,373.0,374,45.0,12.0,46,1,1,1,1,< 20%
9134450,2016-03-28,2023-03-06,362.0,363,6.0,1.7,196,1,1,1,1,< 20%
9134481,2016-03-07,2023-02-27,364.0,365,48.0,13.2,71,1,1,1,1,< 20%
9134525,2016-02-15,2023-02-20,366.0,367,72.0,19.6,36,1,1,1,1,< 20%
9134591,2016-01-11,2023-02-27,372.0,373,53.0,14.2,48,1,1,1,1,< 20%
9134592,2015-12-14,2023-02-27,376.0,377,5.0,1.3,92,1,1,1,1,< 20%
9134609,2015-12-21,2023-03-06,376.0,377,3.0,0.8,164,1,1,1,1,< 20%
913460910,2015-12-07,2023-02-27,377.0,378,3.0,0.8,281,1,1,1,1,< 20%
913460912,2015-12-21,2023-02-27,375.0,376,0.0,0.0,376,1,1,1,1,< 20%
913460915,2015-12-14,2023-02-27,376.0,377,0.0,0.0,377,1,1,1,1,< 20%
913460915NM,2019-02-25,2023-02-27,209.0,210,10.0,4.8,72,1,1,1,1,< 20%
913460920,2016-01-04,2023-02-27,373.0,374,12.0,3.2,79,1,1,1,1,< 20%
9134630,2015-12-21,2023-02-27,375.0,376,7.0,1.9,209,1,1,1,1,< 20%
9134665,2015-12-21,2023-02-27,375.0,376,16.0,4.3,64,1,1,1,1,< 20%
9134666,2016-01-04,2023-03-06,374.0,375,32.0,8.5,69,1,1,1,1,< 20%
9134668,2016-01-04,2023-02-27,373.0,374,6.0,1.6,119,1,1,1,1,< 20%
9134673,2016-01-04,2023-02-27,373.0,374,10.0,2.7,210,1,1,1,1,< 20%
91346826,2015-12-21,2023-02-27,375.0,376,19.0,5.1,46,1,1,1,1,< 20%
9134712,2016-01-04,2023-02-27,373.0,374,3.0,0.8,212,1,1,1,1,< 20%
9134725,2015-12-21,2023-02-27,375.0,376,2.0,0.5,224,1,1,1,1,< 20%
9134746051,2016-02-15,2023-02-27,367.0,368,33.0,9.0,49,1,1,1,1,< 20%
9134779,2016-01-04,2023-02-27,373.0,374,68.0,18.2,24,1,1,1,1,< 20%
9134781,2015-12-28,2023-02-27,374.0,375,60.0,16.0,49,1,1,1,1,< 20%
9134784,2016-04-11,2023-02-27,359.0,360,63.0,17.5,21,1,1,1,1,< 20%
9134787,2016-06-06,2023-02-27,351.0,352,63.0,17.9,32,1,1,1,1,< 20%
9134788,2016-02-29,2023-02-27,365.0,366,58.0,15.8,25,1,1,1,1,< 20%
9134806,2016-01-04,2023-02-27,373.0,374,17.0,4.5,71,1,1,1,1,< 20%
913480810,2016-01-11,2023-02-27,372.0,373,67.0,18.0,31,1,1,1,1,< 20%
9134828,2015-12-28,2023-02-27,374.0,375,1.0,0.3,223,1,1,1,1,< 20%
9134830051,2015-12-21,2023-02-27,375.0,376,43.0,11.4,35,1,1,1,1,< 20%
913483080,2016-01-11,2023-02-27,372.0,373,55.0,14.7,41,1,1,1,1,< 20%
913484016,2016-01-04,2023-02-27,373.0,374,50.0,13.4,54,1,1,1,1,< 20%
9134841,2015-12-28,2023-02-27,374.0,375,24.0,6.4,189,1,1,1,1,< 20%
9134848,2016-01-04,2023-02-27,373.0,374,71.0,19.0,54,1,1,1,1,< 20%
9134849,2015-12-14,2023-03-06,377.0,378,8.0,2.1,133,1,1,1,1,< 20%
9134867,2015-12-14,2023-02-27,376.0,377,2.0,0.5,336,1,1,1,1,< 20%
9134880,2015-12-28,2023-02-27,374.0,375,3.0,0.8,291,1,1,1,1,< 20%
9134881,2015-12-28,2023-02-27,374.0,375,5.0,1.3,134,1,1,1,1,< 20%
9134887,2015-12-28,2023-02-27,374.0,375,4.0,1.1,153,1,1,1,1,< 20%
9134890,2016-01-04,2023-02-27,373.0,374,42.0,11.2,39,1,1,1,1,< 20%
9134893,2016-01-04,2023-02-27,373.0,374,57.0,15.2,25,1,1,1,1,< 20%
916119506,2016-01-11,2023-02-27,372.0,373,48.0,12.9,31,1,1,1,1,< 20%
916119507,2016-05-09,2023-02-27,355.0,356,20.0,5.6,36,1,1,1,1,< 20%
9162292,2016-09-19,2023-02-27,336.0,337,33.0,9.8,47,1,1,1,1,< 20%
918108102,2016-01-11,2023-02-27,372.0,373,74.0,19.8,23,1,1,1,1,< 20%
919400602,2016-05-30,2023-02-27,352.0,353,52.0,14.7,25,1,1,1,1,< 20%
919408102,2015-12-21,2023-02-27,375.0,376,35.0,9.3,67,1,1,1,1,< 20%
9194283,2015-12-21,2023-03-06,376.0,377,1.0,0.3,223,1,1,1,1,< 20%
9194552,2015-12-21,2023-02-27,375.0,376,28.0,7.4,101,1,1,1,1,< 20%
9533317501,2016-01-04,2023-02-27,373.0,374,67.0,17.9,18,1,1,1,1,< 20%
966110301,2017-10-02,2023-02-20,281.0,282,55.0,19.5,33,1,1,1,1,< 20%
999777,2016-01-18,2023-02-27,371.0,372,13.0,3.5,101,1,1,1,1,< 20%
