unique_id,ds,cutoff,y,AutoARIMA,AutoETS,DynamicOptimizedTheta,AutoTheta,ADIDA,CrostonClassic,IMAPA,WindowAverage
00610101D,2022-10-09,2022-09-04,2.3978953,1.7104385,1.8450605,1.8243388,1.8243388,1.7824173,1.8155609,1.7824173,1.3701597
00610101D,2022-10-16,2022-09-04,2.3978953,1.2843213,1.8450605,1.8243388,1.8243388,1.7824173,1.8155609,1.7824173,1.3701597
00610101D,2022-10-23,2022-09-04,2.1972246,1.5034513,1.8450605,1.8243388,1.8243388,1.7824173,1.8155609,1.7824173,1.3701597
00610101D,2022-10-30,2022-09-04,1.7917595,1.7420248,1.8450605,1.8243388,1.8243388,1.7824173,1.8155609,1.7824173,1.3701597
00610101D,2022-11-06,2022-10-30,2.6390574,1.9654833,1.9259164,1.9341037,1.9341037,1.9725621,1.9086436,1.9725621,2.1961937
00610101D,2022-11-13,2022-10-30,1.609438,1.9473289,1.9259164,1.9341037,1.9341037,1.9725621,1.9086436,1.9725621,2.1961937
00610101D,2022-11-20,2022-10-30,2.3025851,1.8071921,1.9259164,1.9341037,1.9341037,1.9725621,1.9086436,1.9725621,2.1961937
00610101D,2022-11-27,2022-10-30,1.3862944,1.796507,1.9259164,1.9341037,1.9341037,1.9725621,1.9086436,1.9725621,2.1961937
00610101D,2022-12-04,2022-10-30,0.0,1.7725123,1.9259164,1.9341037,1.9341037,1.9725621,1.9086436,1.9725621,2.1961937
00610101D,2022-12-11,2022-10-30,1.9459101,1.7089653,1.9259164,1.9341037,1.9341037,1.9725621,1.9086436,1.9725621,2.1961937
00610101D,2022-12-18,2022-10-30,1.9459101,1.6706096,1.9259164,1.9341037,1.9341037,1.9725621,1.9086436,1.9725621,2.1961937
00610101D,2022-12-25,2022-10-30,1.3862944,1.6369466,1.9259164,1.9341037,1.9341037,1.9725621,1.9086436,1.9725621,2.1961937
00610101NM,2022-05-22,2022-05-15,2.3978953,2.9957323,1.9226632,1.9425759,1.9643791,1.9425809,1.9426212,1.9425809,1.8405026
00610101NM,2022-05-29,2022-05-15,2.5649493,2.3978953,1.9226632,1.9425759,1.9665586,1.9425809,1.9426212,1.9425809,1.8405026
00610101NM,2022-06-05,2022-05-15,2.3025851,1.9459101,1.9226632,1.9425759,1.968738,1.9425809,1.9426212,1.9425809,1.8405026
00610101NM,2022-06-12,2022-05-15,1.3862944,2.7725887,1.9226632,1.9425759,1.9709173,1.9425809,1.9426212,1.9425809,1.8405026
00610101NM,2022-06-19,2022-05-15,2.3025851,1.7917595,1.9226632,1.9425759,1.9730968,1.9425809,1.9426212,1.9425809,1.8405026
00610101NM,2022-06-26,2022-05-15,2.5649493,2.3978953,1.9226632,1.9425759,1.9752762,1.9425809,1.9426212,1.9425809,1.8405026
00610101NM,2022-07-03,2022-05-15,2.3978953,2.6390574,1.9226632,1.9425759,1.9774556,1.9425809,1.9426212,1.9425809,1.8405026
00610101NM,2022-07-10,2022-05-15,1.7917595,2.1972246,1.9226632,1.9425759,1.979635,1.9425809,1.9426212,1.9425809,1.8405026
00610101NM,2022-07-17,2022-07-10,1.7917595,3.0066535,1.9410391,2.084757,2.1087096,2.084746,2.0845878,2.084746,2.2642975
00610101NM,2022-07-24,2022-07-10,0.6931472,1.4865717,1.9410391,2.0847583,2.1111057,2.084746,2.0845878,2.084746,2.2642975
00610101NM,2022-07-31,2022-07-10,2.3978953,1.71188,1.9410391,2.0847595,2.113502,2.084746,2.0845878,2.084746,2.2642975
00610101NM,2022-08-07,2022-07-10,2.3025851,2.471258,1.9410391,2.0847607,2.1158981,2.084746,2.0845878,2.084746,2.2642975
00610101NM,2022-08-14,2022-07-10,2.3978953,2.2133317,1.9410391,2.0847619,2.1182942,2.084746,2.0845878,2.084746,2.2642975
00610101NM,2022-08-21,2022-07-10,2.1972246,1.295615,1.9410391,2.084763,2.1206903,2.084746,2.0845878,2.084746,2.2642975
00610101NM,2022-08-28,2022-07-10,0.6931472,2.548836,1.9410391,2.084764,2.1230865,2.084746,2.0845878,2.084746,2.2642975
00610101NM,2022-09-04,2022-07-10,2.3978953,-0.09036851,1.9410391,2.0847652,2.1254826,2.084746,2.0845878,2.084746,2.2642975
00610101NM,2022-09-11,2022-09-04,1.9459101,0.6118613,1.9367241,1.9675757,1.9857504,1.9675713,1.9675654,1.9675713,1.9215406
00610101NM,2022-09-18,2022-09-04,2.5649493,2.2197244,1.9367241,1.967576,1.9875683,1.9675713,1.9675654,1.9675713,1.9215406
00610101NM,2022-09-25,2022-09-04,2.5649493,0.49090543,1.9367241,1.9675764,1.9893861,1.9675713,1.9675654,1.9675713,1.9215406
00610101NM,2022-10-02,2022-09-04,0.0,2.7486,1.9367241,1.9675769,1.9912039,1.9675713,1.9675654,1.9675713,1.9215406
00610101NM,2022-10-09,2022-09-04,2.3025851,2.6818554,1.9367241,1.9675772,1.9930217,1.9675713,1.9675654,1.9675713,1.9215406
00610101NM,2022-10-16,2022-09-04,1.609438,2.131483,1.9367241,1.9675776,1.9948395,1.9675713,1.9675654,1.9675713,1.9215406
00610101NM,2022-10-23,2022-09-04,1.609438,2.563958,1.9367241,1.9675779,1.9966574,1.9675713,1.9675654,1.9675713,1.9215406
00610101NM,2022-10-30,2022-09-04,2.7080503,0.6215517,1.9367241,1.9675784,1.9984752,1.9675713,1.9675654,1.9675713,1.9215406
00610101NM,2022-11-06,2022-10-30,2.3978953,1.7524179,1.9346559,1.9416939,1.9564345,1.9416941,1.9369217,1.9416941,2.0573778
00610101NM,2022-11-13,2022-10-30,1.9459101,2.4960902,1.9346559,1.9416939,1.9579084,1.9416941,1.9369217,1.9416941,2.0573778
00610101NM,2022-11-20,2022-10-30,2.1972246,1.9242327,1.9346559,1.9416939,1.9593824,1.9416941,1.9369217,1.9416941,2.0573778
00610101NM,2022-11-27,2022-10-30,2.9957323,2.5697348,1.9346559,1.9416939,1.9608563,1.9416941,1.9369217,1.9416941,2.0573778
00610101NM,2022-12-04,2022-10-30,1.7917595,2.3015287,1.9346559,1.9416939,1.9623303,1.9416941,1.9369217,1.9416941,2.0573778
00610101NM,2022-12-11,2022-10-30,2.9957323,1.3865275,1.9346559,1.9416939,1.9638042,1.9416941,1.9369217,1.9416941,2.0573778
