,id,model,rmse,mae,wape_m
580,06944001,ADIDA,4,3.1,41.1
581,06944001,CrostonClassic,4,3.1,40.9
582,06944001,IMAPA,4,3.1,41.1
583,06944001,WindowAverage,4,3.0,44.7
584,06944401,AutoARIMA,4,3.3,41.4
585,06944401,AutoETS,3,2.7,29.3
586,06944401,DynamicOptimizedTheta,3,2.7,29.5
587,06944401,AutoTheta,3,2.7,30.9
588,06944401,ADIDA,3,2.7,29.2
589,06944401,CrostonClassic,3,2.6,22.5
590,06944401,IMAPA,3,2.7,29.2
591,06944401,WindowAverage,4,2.9,40.8
592,0701770212,AutoARIMA,6,4.4,78.1
593,0701770212,AutoETS,6,4.3,61.0
594,0701770212,DynamicOptimizedTheta,6,4.4,76.9
595,0701770212,AutoTheta,6,4.4,74.6
596,0701770212,ADIDA,6,4.4,76.9
597,0701770212,CrostonClassic,6,4.4,75.4
598,0701770212,IMAPA,6,4.4,76.9
599,0701770212,WindowAverage,6,4.7,78.3
600,07044802,AutoARIMA,4,3.3,46.5
601,07044802,AutoETS,4,3.2,45.6
602,07044802,DynamicOptimizedTheta,4,3.0,31.8
603,07044802,AutoTheta,4,3.0,32.1
604,07044802,ADIDA,4,3.0,31.9
605,07044802,CrostonClassic,4,3.0,31.3
606,07044802,IMAPA,4,3.0,31.9
607,07044802,WindowAverage,4,3.7,56.5
608,07099501,AutoARIMA,5,4.0,44.6
609,07099501,AutoETS,6,4.7,57.8
610,07099501,DynamicOptimizedTheta,6,4.7,57.4
611,07099501,AutoTheta,6,4.7,57.8
612,07099501,ADIDA,6,4.7,57.6
613,07099501,CrostonClassic,6,5.0,66.1
614,07099501,IMAPA,6,4.7,57.6
615,07099501,WindowAverage,5,4.4,44.8
616,081192,AutoARIMA,10,8.0,47.6
617,081192,AutoETS,7,5.9,35.8
618,081192,DynamicOptimizedTheta,7,5.9,35.8
619,081192,AutoTheta,7,5.9,35.6
620,081192,ADIDA,7,5.9,35.8
621,081192,CrostonClassic,7,5.9,35.6
622,081192,IMAPA,7,5.9,35.8
623,081192,WindowAverage,7,5.9,37.1
624,08119301,AutoARIMA,4,3.0,69.3
625,08119301,AutoETS,4,3.0,70.5
626,08119301,DynamicOptimizedTheta,4,3.1,69.4
627,08119301,AutoTheta,4,3.1,66.8
628,08119301,ADIDA,4,3.1,69.4
629,08119301,CrostonClassic,4,3.1,73.2
630,08119301,IMAPA,4,3.1,69.4
631,08119301,WindowAverage,4,3.1,58.8
632,08119701,AutoARIMA,2,1.7,72.4
633,08119701,AutoETS,1,1.0,47.5
634,08119701,DynamicOptimizedTheta,1,1.0,38.3
635,08119701,AutoTheta,1,1.0,39.4
636,08119701,ADIDA,1,1.0,36.7
637,08119701,CrostonClassic,1,1.0,36.2
638,08119701,IMAPA,1,1.0,36.7
639,08119701,WindowAverage,1,1.0,30.6
640,08119702,AutoARIMA,6,5.0,82.8
641,08119702,AutoETS,4,3.7,37.2
642,08119702,DynamicOptimizedTheta,5,4.3,61.0
643,08119702,AutoTheta,5,4.3,61.1
644,08119702,ADIDA,4,3.7,38.4
645,08119702,CrostonClassic,5,3.9,47.5
646,08119702,IMAPA,4,3.7,38.4
647,08119702,WindowAverage,4,3.8,42.2
648,09018602,AutoARIMA,4,3.5,39.5
649,09018602,AutoETS,4,3.5,36.5
650,09018602,DynamicOptimizedTheta,4,3.3,30.2
651,09018602,AutoTheta,4,3.3,29.8
652,09018602,ADIDA,4,3.3,30.2
653,09018602,CrostonClassic,4,3.3,30.5
654,09018602,IMAPA,4,3.3,30.2
655,09018602,WindowAverage,4,3.8,39.4
656,09096020,AutoARIMA,4,2.7,52.3
657,09096020,AutoETS,3,2.4,42.7
658,09096020,DynamicOptimizedTheta,3,2.2,37.5
659,09096020,AutoTheta,3,2.2,37.2
660,09096020,ADIDA,3,2.2,37.5
661,09096020,CrostonClassic,3,2.2,37.5
662,09096020,IMAPA,3,2.2,37.5
663,09096020,WindowAverage,3,2.6,56.6
664,09096022,AutoARIMA,3,2.3,17.6
665,09096022,AutoETS,3,2.2,17.5
666,09096022,DynamicOptimizedTheta,3,2.2,14.1
667,09096022,AutoTheta,3,2.2,13.6
668,09096022,ADIDA,3,2.2,14.1
669,09096022,CrostonClassic,3,2.2,14.0
670,09096022,IMAPA,3,2.2,14.1
671,09096022,WindowAverage,3,2.1,16.0
672,09286552,AutoARIMA,2,1.7,63.5
673,09286552,AutoETS,2,1.6,43.5
674,09286552,DynamicOptimizedTheta,2,1.7,66.3
675,09286552,AutoTheta,2,1.7,66.3
676,09286552,ADIDA,2,1.7,67.5
677,09286552,CrostonClassic,2,1.7,55.6
678,09286552,IMAPA,2,1.7,67.5
679,09286552,WindowAverage,2,1.7,79.8
680,09286563,AutoARIMA,2,1.2,116.1
681,09286563,AutoETS,1,1.1,112.6
682,09286563,DynamicOptimizedTheta,1,1.1,110.6
683,09286563,AutoTheta,1,1.1,107.4
684,09286563,ADIDA,1,1.1,110.6
685,09286563,CrostonClassic,2,1.2,124.4
686,09286563,IMAPA,1,1.1,110.6
687,09286563,WindowAverage,2,1.2,136.3
688,106103,AutoARIMA,17,13.4,112.4
689,106103,AutoETS,13,9.7,46.9
690,106103,DynamicOptimizedTheta,13,9.6,40.6
691,106103,AutoTheta,13,9.6,40.1
692,106103,ADIDA,13,9.6,40.7
693,106103,CrostonClassic,13,9.6,40.8
694,106103,IMAPA,13,9.6,40.7
695,106103,WindowAverage,13,10.2,43.3
696,106177,AutoARIMA,2,2.0,100.3
697,106177,AutoETS,2,2.0,105.6
698,106177,DynamicOptimizedTheta,2,2.0,94.8
699,106177,AutoTheta,2,1.9,87.3
700,106177,ADIDA,2,2.0,94.8
701,106177,CrostonClassic,2,2.0,93.0
702,106177,IMAPA,2,2.0,94.8
703,106177,WindowAverage,2,1.8,69.0
704,106180,AutoARIMA,3,2.4,128.8
705,106180,AutoETS,3,2.4,128.4
706,106180,DynamicOptimizedTheta,3,2.4,131.0
707,106180,AutoTheta,3,2.3,123.5
708,106180,ADIDA,3,2.4,128.8
709,106180,CrostonClassic,3,2.4,133.4
710,106180,IMAPA,3,2.4,128.8
711,106180,WindowAverage,2,2.1,81.3
712,106437,AutoARIMA,2,1.6,35.9
713,106437,AutoETS,2,1.4,43.7
714,106437,DynamicOptimizedTheta,2,1.5,44.8
715,106437,AutoTheta,2,1.5,44.5
716,106437,ADIDA,2,1.5,44.8
717,106437,CrostonClassic,2,1.5,44.2
718,106437,IMAPA,2,1.5,44.8
719,106437,WindowAverage,2,2.0,75.8
720,106486,AutoARIMA,1,1.2,75.2
721,106486,AutoETS,2,1.4,98.7
722,106486,DynamicOptimizedTheta,1,1.1,74.4
723,106486,AutoTheta,1,1.1,73.0
724,106486,ADIDA,1,1.1,74.4
725,106486,CrostonClassic,1,1.2,83.9
726,106486,IMAPA,1,1.1,74.4
727,106486,WindowAverage,1,1.1,55.7
728,106603,AutoARIMA,2,1.6,10.1
729,106603,AutoETS,2,1.6,15.0
730,106603,DynamicOptimizedTheta,2,1.6,18.6
731,106603,AutoTheta,2,1.6,19.9
732,106603,ADIDA,2,1.6,17.7
733,106603,CrostonClassic,2,1.6,14.2
734,106603,IMAPA,2,1.6,17.7
735,106603,WindowAverage,2,1.6,21.7
736,106980,AutoARIMA,14,11.1,70.2
737,106980,AutoETS,14,10.2,66.3
738,106980,DynamicOptimizedTheta,14,10.4,70.3
739,106980,AutoTheta,14,10.3,67.9
740,106980,ADIDA,14,10.4,70.9
741,106980,CrostonClassic,14,10.9,79.7
742,106980,IMAPA,14,10.4,70.9
743,106980,WindowAverage,15,11.0,91.6
744,107167,AutoARIMA,4,3.1,102.4
745,107167,AutoETS,4,2.9,111.2
746,107167,DynamicOptimizedTheta,4,3.0,93.4
747,107167,AutoTheta,4,2.9,93.1
748,107167,ADIDA,4,3.0,93.4
749,107167,CrostonClassic,4,2.9,86.8
750,107167,IMAPA,4,3.0,93.4
751,107167,WindowAverage,4,3.1,117.1
752,10717002,AutoARIMA,3,2.2,15.6
753,10717002,AutoETS,3,2.6,29.1
754,10717002,DynamicOptimizedTheta,2,2.1,14.9
755,10717002,AutoTheta,2,2.1,15.2
756,10717002,ADIDA,2,2.1,14.7
757,10717002,CrostonClassic,2,2.1,14.8
758,10717002,IMAPA,2,2.1,14.7
759,10717002,WindowAverage,3,2.3,23.4
760,1071749,AutoARIMA,2,1.9,80.8
761,1071749,AutoETS,2,1.9,75.1
762,1071749,DynamicOptimizedTheta,2,2.0,69.6
763,1071749,AutoTheta,2,2.0,66.3
764,1071749,ADIDA,2,2.0,69.6
765,1071749,CrostonClassic,2,1.9,69.5
766,1071749,IMAPA,2,2.0,69.6
767,1071749,WindowAverage,2,2.2,69.2
768,107395,AutoARIMA,7,5.2,65.6
769,107395,AutoETS,5,3.8,29.0
770,107395,DynamicOptimizedTheta,5,3.6,24.2
771,107395,AutoTheta,5,3.6,24.0
772,107395,ADIDA,5,3.6,24.2
773,107395,CrostonClassic,5,3.6,24.3
774,107395,IMAPA,5,3.6,24.2
775,107395,WindowAverage,5,4.0,30.4
776,107839,AutoARIMA,5,4.1,23.6
777,107839,AutoETS,5,4.1,22.9
778,107839,DynamicOptimizedTheta,5,4.1,23.0
779,107839,AutoTheta,5,4.1,22.8
780,107839,ADIDA,5,4.1,22.9
781,107839,CrostonClassic,5,4.1,22.8
782,107839,IMAPA,5,4.1,22.9
783,107839,WindowAverage,5,4.6,31.3
784,107922,AutoARIMA,2,2.2,52.1
785,107922,AutoETS,2,2.2,54.1
786,107922,DynamicOptimizedTheta,2,2.2,45.1
787,107922,AutoTheta,2,2.2,44.4
788,107922,ADIDA,2,2.2,45.1
789,107922,CrostonClassic,2,2.2,45.0
790,107922,IMAPA,2,2.2,45.1
791,107922,WindowAverage,3,2.3,66.1
792,112441,AutoARIMA,4,3.7,62.7
793,112441,AutoETS,4,3.7,67.0
794,112441,DynamicOptimizedTheta,4,3.7,96.4
795,112441,AutoTheta,4,3.7,95.8
796,112441,ADIDA,4,3.7,96.4
797,112441,CrostonClassic,4,3.7,91.4
798,112441,IMAPA,4,3.7,96.4
799,112441,WindowAverage,5,4.4,163.6
800,114444,AutoARIMA,2,2.0,43.2
801,114444,AutoETS,2,2.1,57.8
802,114444,DynamicOptimizedTheta,2,2.1,47.6
803,114444,AutoTheta,2,2.1,47.6
804,114444,ADIDA,2,2.1,49.1
805,114444,CrostonClassic,2,2.1,49.1
806,114444,IMAPA,2,2.1,49.1
807,114444,WindowAverage,3,2.2,49.7
808,117103,AutoARIMA,1,1.3,89.5
809,117103,AutoETS,1,1.2,84.7
810,117103,DynamicOptimizedTheta,1,1.2,78.9
811,117103,AutoTheta,1,1.2,73.4
812,117103,ADIDA,1,1.2,78.9
813,117103,CrostonClassic,1,1.2,88.8
814,117103,IMAPA,1,1.2,78.9
815,117103,WindowAverage,2,1.3,82.7
816,117175,AutoARIMA,1,1.1,115.8
817,117175,AutoETS,1,1.1,105.1
818,117175,DynamicOptimizedTheta,1,1.1,105.6
819,117175,AutoTheta,1,1.1,96.7
820,117175,ADIDA,1,1.1,105.6
821,117175,CrostonClassic,1,1.2,128.3
822,117175,IMAPA,1,1.1,105.6
823,117175,WindowAverage,1,1.1,94.3
824,117333,AutoARIMA,4,3.5,112.5
825,117333,AutoETS,4,3.5,101.5
826,117333,DynamicOptimizedTheta,4,3.5,122.1
827,117333,AutoTheta,4,3.5,119.4
828,117333,ADIDA,4,3.5,122.1
829,117333,CrostonClassic,4,3.5,120.0
830,117333,IMAPA,4,3.5,122.1
831,117333,WindowAverage,4,3.9,202.6
832,117440,AutoARIMA,9,7.4,93.8
833,117440,AutoETS,5,4.7,31.8
834,117440,DynamicOptimizedTheta,5,4.7,32.7
835,117440,AutoTheta,5,4.7,32.6
836,117440,ADIDA,5,4.7,32.7
837,117440,CrostonClassic,6,4.8,38.5
838,117440,IMAPA,5,4.7,32.7
839,117440,WindowAverage,6,4.7,38.7
840,123100C,AutoARIMA,15,12.2,32.5
841,123100C,AutoETS,12,10.6,28.8
842,123100C,DynamicOptimizedTheta,12,10.6,28.8
843,123100C,AutoTheta,13,10.6,29.0
844,123100C,ADIDA,12,10.6,28.5
845,123100C,CrostonClassic,12,10.5,28.0
846,123100C,IMAPA,12,10.6,28.5
847,123100C,WindowAverage,13,11.3,31.4
848,123100F,AutoARIMA,28,23.4,32.1
849,123100F,AutoETS,25,19.7,25.2
850,123100F,DynamicOptimizedTheta,25,19.7,25.2
851,123100F,AutoTheta,25,19.9,25.3
852,123100F,ADIDA,25,19.7,25.3
853,123100F,CrostonClassic,24,19.4,24.2
854,123100F,IMAPA,25,19.7,25.3
855,123100F,WindowAverage,24,19.0,22.9
856,123103,AutoARIMA,4,3.4,74.6
857,123103,AutoETS,3,2.6,34.7
858,123103,DynamicOptimizedTheta,3,2.4,46.0
859,123103,AutoTheta,3,2.4,46.0
860,123103,ADIDA,3,2.4,46.0
861,123103,CrostonClassic,3,2.4,38.0
862,123103,IMAPA,3,2.4,46.0
863,123103,WindowAverage,3,2.4,51.1
864,123125C,AutoARIMA,12,9.6,31.0
865,123125C,AutoETS,10,8.7,24.7
866,123125C,DynamicOptimizedTheta,10,8.7,24.7
867,123125C,AutoTheta,10,8.7,24.7
868,123125C,ADIDA,10,8.7,24.3
869,123125C,CrostonClassic,11,8.9,25.1
870,123125C,IMAPA,10,8.7,24.3
871,123125C,WindowAverage,10,8.6,19.3
872,123125F,AutoARIMA,11,8.9,21.0
873,123125F,AutoETS,11,8.6,24.2
874,123125F,DynamicOptimizedTheta,11,8.6,24.2
875,123125F,AutoTheta,11,8.6,24.2
876,123125F,ADIDA,11,8.5,24.0
877,123125F,CrostonClassic,10,8.3,20.5
878,123125F,IMAPA,11,8.5,24.0
879,123125F,WindowAverage,10,8.2,20.5
880,123155F,AutoARIMA,13,10.2,73.8
881,123155F,AutoETS,9,6.7,47.8
882,123155F,DynamicOptimizedTheta,10,6.8,44.6
883,123155F,AutoTheta,10,6.9,44.9
884,123155F,ADIDA,10,6.8,44.2
885,123155F,CrostonClassic,10,6.8,46.7
886,123155F,IMAPA,10,6.8,44.2
887,123155F,WindowAverage,10,7.3,51.0
888,123210,AutoARIMA,4,3.0,32.9
889,123210,AutoETS,3,2.8,24.8
890,123210,DynamicOptimizedTheta,4,3.0,31.9
891,123210,AutoTheta,4,3.0,33.1
892,123210,ADIDA,4,3.1,32.9
893,123210,CrostonClassic,4,3.0,31.9
894,123210,IMAPA,4,3.1,32.9
895,123210,WindowAverage,4,3.2,38.5
896,123214,AutoARIMA,7,6.2,37.3
897,123214,AutoETS,7,6.1,27.0
898,123214,DynamicOptimizedTheta,7,6.0,27.4
899,123214,AutoTheta,7,5.9,27.0
900,123214,ADIDA,7,6.0,27.4
901,123214,CrostonClassic,7,6.0,27.2
902,123214,IMAPA,7,6.0,27.4
903,123214,WindowAverage,7,6.1,31.4
904,123215,AutoARIMA,25,21.8,40.7
905,123215,AutoETS,26,22.1,46.1
906,123215,DynamicOptimizedTheta,26,22.1,46.0
907,123215,AutoTheta,26,22.1,46.1
908,123215,ADIDA,24,20.8,42.3
909,123215,CrostonClassic,20,17.1,27.3
910,123215,IMAPA,24,20.8,42.3
911,123215,WindowAverage,24,20.3,41.1
912,123306,AutoARIMA,11,9.9,27.7
913,123306,AutoETS,11,9.8,28.9
914,123306,DynamicOptimizedTheta,11,9.8,28.9
915,123306,AutoTheta,11,9.8,28.8
916,123306,ADIDA,11,9.8,29.0
917,123306,CrostonClassic,11,9.8,29.5
918,123306,IMAPA,11,9.8,29.0
919,123306,WindowAverage,12,10.3,31.1
920,123310,AutoARIMA,6,3.9,56.4
921,123310,AutoETS,5,4.2,117.5
922,123310,DynamicOptimizedTheta,6,4.3,110.8
923,123310,AutoTheta,6,4.3,110.8
924,123310,ADIDA,6,4.2,97.0
925,123310,CrostonClassic,6,4.3,125.8
926,123310,IMAPA,6,4.2,97.0
927,123310,WindowAverage,6,4.0,70.1
928,123314,AutoARIMA,11,8.4,22.7
929,123314,AutoETS,11,8.6,20.9
930,123314,DynamicOptimizedTheta,11,8.9,23.4
931,123314,AutoTheta,11,8.9,23.4
932,123314,ADIDA,11,9.1,25.9
933,123314,CrostonClassic,11,8.9,23.4
934,123314,IMAPA,11,9.1,25.9
935,123314,WindowAverage,12,9.5,30.6
936,123315,AutoARIMA,22,18.1,43.2
937,123315,AutoETS,19,16.1,34.8
938,123315,DynamicOptimizedTheta,19,16.1,34.8
939,123315,AutoTheta,19,16.2,34.8
940,123315,ADIDA,18,15.5,32.7
941,123315,CrostonClassic,16,13.9,27.7
942,123315,IMAPA,18,15.5,32.7
943,123315,WindowAverage,18,15.3,34.5
944,123330,AutoARIMA,4,3.3,161.8
945,123330,AutoETS,3,2.7,138.6
946,123330,DynamicOptimizedTheta,3,2.5,100.3
947,123330,AutoTheta,3,2.5,100.3
948,123330,ADIDA,3,2.5,99.2
949,123330,CrostonClassic,3,2.7,115.2
950,123330,IMAPA,3,2.5,99.2
951,123330,WindowAverage,3,2.4,90.6
952,123416,AutoARIMA,4,3.0,45.8
953,123416,AutoETS,3,2.6,20.9
954,123416,DynamicOptimizedTheta,3,2.9,24.6
955,123416,AutoTheta,3,2.9,24.7
956,123416,ADIDA,3,2.9,24.6
957,123416,CrostonClassic,3,2.8,25.6
958,123416,IMAPA,3,2.9,24.6
959,123416,WindowAverage,3,2.8,25.9
960,123500F,AutoARIMA,20,15.8,32.8
961,123500F,AutoETS,19,15.8,42.3
962,123500F,DynamicOptimizedTheta,21,17.5,43.8
963,123500F,AutoTheta,21,17.5,43.6
964,123500F,ADIDA,21,17.5,43.8
965,123500F,CrostonClassic,21,17.5,43.8
966,123500F,IMAPA,21,17.5,43.8
967,123500F,WindowAverage,21,17.6,37.6
968,123505,AutoARIMA,9,7.6,34.6
969,123505,AutoETS,8,6.9,21.8
970,123505,DynamicOptimizedTheta,8,6.9,21.8
971,123505,AutoTheta,8,6.9,21.9
972,123505,ADIDA,8,7.0,22.7
973,123505,CrostonClassic,8,6.9,18.6
974,123505,IMAPA,8,7.0,22.7
975,123505,WindowAverage,8,7.2,25.0
976,123506,AutoARIMA,19,16.1,25.0
977,123506,AutoETS,19,16.3,26.4
978,123506,DynamicOptimizedTheta,19,16.4,26.8
979,123506,AutoTheta,19,16.4,26.5
980,123506,ADIDA,19,16.4,26.6
981,123506,CrostonClassic,18,15.4,21.6
982,123506,IMAPA,19,16.4,26.6
983,123506,WindowAverage,19,16.3,26.7
984,123515,AutoARIMA,17,13.8,43.3
985,123515,AutoETS,16,13.1,40.0
986,123515,DynamicOptimizedTheta,16,13.1,39.9
987,123515,AutoTheta,16,13.1,39.8
988,123515,ADIDA,16,13.1,40.0
989,123515,CrostonClassic,15,12.0,34.9
990,123515,IMAPA,16,13.1,40.0
991,123515,WindowAverage,17,13.5,42.2
992,123520C,AutoARIMA,13,9.7,53.6
993,123520C,AutoETS,11,8.7,49.0
994,123520C,DynamicOptimizedTheta,13,10.6,69.9
995,123520C,AutoTheta,13,10.6,69.7
996,123520C,ADIDA,12,9.4,57.4
997,123520C,CrostonClassic,12,9.4,57.4
998,123520C,IMAPA,12,9.4,57.4
999,123520C,WindowAverage,13,10.6,67.5
1000,123520F,AutoARIMA,18,14.7,18.1
1001,123520F,AutoETS,19,15.0,25.5
1002,123520F,DynamicOptimizedTheta,19,15.0,25.5
1003,123520F,AutoTheta,20,15.1,26.3
1004,123520F,ADIDA,19,15.0,25.5
1005,123520F,CrostonClassic,19,14.1,21.9
1006,123520F,IMAPA,19,15.0,25.5
1007,123520F,WindowAverage,21,16.0,32.6
1008,130335,AutoARIMA,11,10.0,6.8
1009,130335,AutoETS,12,11.0,9.3
1010,130335,DynamicOptimizedTheta,12,11.0,9.3
1011,130335,AutoTheta,12,11.0,9.2
1012,130335,ADIDA,12,10.9,9.2
1013,130335,CrostonClassic,12,10.3,8.5
1014,130335,IMAPA,12,10.9,9.2
1015,130335,WindowAverage,13,11.5,11.0
1016,130336,AutoARIMA,4,2.8,98.1
1017,130336,AutoETS,3,2.6,52.6
1018,130336,DynamicOptimizedTheta,3,2.7,81.7
1019,130336,AutoTheta,3,2.7,82.4
1020,130336,ADIDA,3,2.6,51.5
1021,130336,CrostonClassic,3,2.6,51.6
1022,130336,IMAPA,3,2.6,51.5
1023,130336,WindowAverage,3,2.5,56.5
1024,130337,AutoARIMA,4,3.5,69.6
1025,130337,AutoETS,4,2.9,45.3
1026,130337,DynamicOptimizedTheta,4,2.9,46.9
1027,130337,AutoTheta,4,2.9,44.5
1028,130337,ADIDA,4,3.1,47.9
1029,130337,CrostonClassic,4,3.0,62.8
1030,130337,IMAPA,4,3.1,47.9
1031,130337,WindowAverage,4,3.2,59.6
1032,130484,AutoARIMA,2,2.0,36.9
1033,130484,AutoETS,2,2.0,45.5
1034,130484,DynamicOptimizedTheta,2,2.0,45.3
1035,130484,AutoTheta,2,2.0,45.5
1036,130484,ADIDA,2,2.0,45.3
1037,130484,CrostonClassic,2,2.0,50.2
1038,130484,IMAPA,2,2.0,45.3
1039,130484,WindowAverage,3,2.1,57.1
1040,130493,AutoARIMA,2,2.0,122.4
1041,130493,AutoETS,2,2.0,122.4
1042,130493,DynamicOptimizedTheta,2,2.0,122.4
1043,130493,AutoTheta,2,2.0,118.2
1044,130493,ADIDA,2,2.0,122.4
1045,130493,CrostonClassic,2,2.0,124.2
1046,130493,IMAPA,2,2.0,122.4
1047,130493,WindowAverage,2,1.9,96.0
1048,130495,AutoARIMA,2,1.7,58.9
1049,130495,AutoETS,2,1.7,69.2
1050,130495,DynamicOptimizedTheta,2,1.7,58.0
1051,130495,AutoTheta,2,1.7,58.0
1052,130495,ADIDA,2,1.7,58.0
1053,130495,CrostonClassic,2,1.7,64.1
1054,130495,IMAPA,2,1.7,58.0
1055,130495,WindowAverage,2,1.9,66.8
1056,130496,AutoARIMA,2,1.8,62.7
1057,130496,AutoETS,2,1.7,56.6
1058,130496,DynamicOptimizedTheta,2,1.7,59.8
1059,130496,AutoTheta,2,1.7,58.7
1060,130496,ADIDA,2,1.7,59.8
1061,130496,CrostonClassic,2,1.7,56.1
1062,130496,IMAPA,2,1.7,59.8
1063,130496,WindowAverage,2,1.9,83.3
1064,1306100310,AutoARIMA,3,2.8,139.1
1065,1306100310,AutoETS,2,1.9,73.3
1066,1306100310,DynamicOptimizedTheta,2,1.9,47.0
1067,1306100310,AutoTheta,2,1.9,47.0
1068,1306100310,ADIDA,2,1.9,47.0
1069,1306100310,CrostonClassic,2,1.9,53.1
1070,1306100310,IMAPA,2,1.9,47.0
1071,1306100310,WindowAverage,3,2.1,74.4
1072,134122,AutoARIMA,9,7.3,53.8
1073,134122,AutoETS,7,5.9,36.8
1074,134122,DynamicOptimizedTheta,7,6.2,40.5
1075,134122,AutoTheta,7,6.2,40.4
1076,134122,ADIDA,7,6.2,40.5
1077,134122,CrostonClassic,7,6.2,40.5
1078,134122,IMAPA,7,6.2,40.5
1079,134122,WindowAverage,8,6.7,42.6
1080,134123,AutoARIMA,39,31.7,22.5
1081,134123,AutoETS,41,31.4,25.8
1082,134123,DynamicOptimizedTheta,40,30.9,24.5
1083,134123,AutoTheta,40,30.8,24.5
1084,134123,ADIDA,40,31.0,24.4
1085,134123,CrostonClassic,40,30.9,24.4
1086,134123,IMAPA,40,31.0,24.4
1087,134123,WindowAverage,40,32.1,22.0
1088,134123BM,AutoARIMA,6,5.0,58.7
1089,134123BM,AutoETS,4,3.9,45.2
1090,134123BM,DynamicOptimizedTheta,4,3.4,29.4
1091,134123BM,AutoTheta,4,3.4,31.1
1092,134123BM,ADIDA,4,3.4,29.7
1093,134123BM,CrostonClassic,4,3.4,29.4
1094,134123BM,IMAPA,4,3.4,29.7
1095,134123BM,WindowAverage,4,3.7,35.2
1096,134123NM,AutoARIMA,9,8.0,28.7
1097,134123NM,AutoETS,9,7.6,27.2
1098,134123NM,DynamicOptimizedTheta,8,6.8,15.3
1099,134123NM,AutoTheta,8,7.2,18.7
1100,134123NM,ADIDA,8,6.7,15.9
1101,134123NM,CrostonClassic,8,6.8,15.3
1102,134123NM,IMAPA,8,6.7,15.9
1103,134123NM,WindowAverage,8,6.9,19.2
1104,13413726,AutoARIMA,8,6.4,27.8
1105,13413726,AutoETS,7,5.8,25.6
1106,13413726,DynamicOptimizedTheta,7,5.9,24.3
1107,13413726,AutoTheta,7,5.9,24.2
1108,13413726,ADIDA,7,5.9,24.3
1109,13413726,CrostonClassic,7,5.9,24.3
1110,13413726,IMAPA,7,5.9,24.3
1111,13413726,WindowAverage,7,5.9,30.8
1112,13413730,AutoARIMA,4,2.9,39.9
1113,13413730,AutoETS,4,3.0,42.3
1114,13413730,DynamicOptimizedTheta,4,3.1,43.7
1115,13413730,AutoTheta,4,3.1,43.5
1116,13413730,ADIDA,4,3.0,43.2
1117,13413730,CrostonClassic,4,3.1,44.3
1118,13413730,IMAPA,4,3.0,43.2
1119,13413730,WindowAverage,4,3.0,36.7
1120,13413730NM,AutoARIMA,3,2.9,103.9
1121,13413730NM,AutoETS,2,1.9,89.5
1122,13413730NM,DynamicOptimizedTheta,2,1.9,79.5
1123,13413730NM,AutoTheta,2,1.9,80.3
1124,13413730NM,ADIDA,2,1.9,79.5
1125,13413730NM,CrostonClassic,2,1.9,81.5
1126,13413730NM,IMAPA,2,1.9,79.5
1127,13413730NM,WindowAverage,2,1.8,57.8
1128,13413826,AutoARIMA,5,3.9,38.2
1129,13413826,AutoETS,6,4.0,46.8
1130,13413826,DynamicOptimizedTheta,5,3.9,37.9
1131,13413826,AutoTheta,5,3.9,38.7
1132,13413826,ADIDA,5,3.9,37.9
1133,13413826,CrostonClassic,5,3.9,37.9
1134,13413826,IMAPA,5,3.9,37.9
1135,13413826,WindowAverage,5,4.1,42.0
1136,13413830,AutoARIMA,2,1.9,45.1
1137,13413830,AutoETS,2,1.8,39.4
1138,13413830,DynamicOptimizedTheta,2,1.8,34.9
1139,13413830,AutoTheta,2,1.8,34.9
1140,13413830,ADIDA,2,1.8,34.9
1141,13413830,CrostonClassic,2,1.9,37.4
1142,13413830,IMAPA,2,1.8,34.9
1143,13413830,WindowAverage,2,1.8,51.0
1144,13413830NM,AutoARIMA,3,2.3,118.0
1145,13413830NM,AutoETS,3,2.1,115.5
1146,13413830NM,DynamicOptimizedTheta,2,2.0,105.2
1147,13413830NM,AutoTheta,2,2.0,99.5
1148,13413830NM,ADIDA,2,2.0,105.2
1149,13413830NM,CrostonClassic,2,2.0,107.0
1150,13413830NM,IMAPA,2,2.0,105.2
1151,13413830NM,WindowAverage,3,2.3,140.3
1152,13413940,AutoARIMA,3,2.8,46.6
1153,13413940,AutoETS,3,2.0,30.2
1154,13413940,DynamicOptimizedTheta,3,2.1,28.8
1155,13413940,AutoTheta,3,2.2,29.4
1156,13413940,ADIDA,3,2.1,28.8
1157,13413940,CrostonClassic,3,2.1,29.8
1158,13413940,IMAPA,3,2.1,28.8
1159,13413940,WindowAverage,3,2.7,38.2
1160,134184,AutoARIMA,6,4.7,46.7
1161,134184,AutoETS,6,4.7,40.5
1162,134184,DynamicOptimizedTheta,6,4.8,50.2
1163,134184,AutoTheta,6,4.8,50.1
1164,134184,ADIDA,6,4.8,50.2
1165,134184,CrostonClassic,6,4.7,43.4
1166,134184,IMAPA,6,4.8,50.2
1167,134184,WindowAverage,6,5.1,80.0
1168,134232,AutoARIMA,3,2.9,69.7
1169,134232,AutoETS,2,2.2,69.5
1170,134232,DynamicOptimizedTheta,3,2.2,68.1
1171,134232,AutoTheta,3,2.2,66.1
1172,134232,ADIDA,3,2.2,68.1
1173,134232,CrostonClassic,3,2.2,75.9
1174,134232,IMAPA,3,2.2,68.1
1175,134232,WindowAverage,3,2.3,60.2
