,id,model,rmse,mae,wape_m
1176,134233,AutoARIMA,2,1.6,78.0
1177,134233,AutoETS,2,2.0,205.5
1178,134233,DynamicOptimizedTheta,2,1.8,156.2
1179,134233,AutoTheta,2,1.8,154.3
1180,134233,ADIDA,2,1.8,156.3
1181,134233,CrostonClassic,2,1.8,159.1
1182,134233,IMAPA,2,1.8,156.3
1183,134233,WindowAverage,2,1.6,131.1
1184,13424010,AutoARIMA,6,4.6,48.5
1185,13424010,AutoETS,5,3.9,64.9
1186,13424010,DynamicOptimizedTheta,5,4.3,70.0
1187,13424010,AutoTheta,5,4.3,69.9
1188,13424010,ADIDA,5,4.3,63.2
1189,13424010,CrostonClassic,5,4.3,69.1
1190,13424010,IMAPA,5,4.3,63.2
1191,13424010,WindowAverage,5,4.0,63.5
1192,134302,AutoARIMA,3,2.2,83.3
1193,134302,AutoETS,2,2.1,75.5
1194,134302,DynamicOptimizedTheta,3,2.1,72.8
1195,134302,AutoTheta,3,2.1,72.7
1196,134302,ADIDA,3,2.1,72.8
1197,134302,CrostonClassic,2,2.1,71.8
1198,134302,IMAPA,3,2.1,72.8
1199,134302,WindowAverage,3,2.0,66.4
1200,134315001,AutoARIMA,16,13.0,24.4
1201,134315001,AutoETS,17,14.1,29.2
1202,134315001,DynamicOptimizedTheta,17,14.0,28.7
1203,134315001,AutoTheta,17,14.4,32.0
1204,134315001,ADIDA,16,13.4,24.2
1205,134315001,CrostonClassic,16,13.7,26.6
1206,134315001,IMAPA,16,13.4,24.2
1207,134315001,WindowAverage,17,13.3,24.8
1208,134432,AutoARIMA,2,1.8,58.6
1209,134432,AutoETS,2,1.8,66.1
1210,134432,DynamicOptimizedTheta,2,1.7,41.5
1211,134432,AutoTheta,2,1.7,40.8
1212,134432,ADIDA,2,1.7,41.5
1213,134432,CrostonClassic,2,1.7,47.6
1214,134432,IMAPA,2,1.7,41.5
1215,134432,WindowAverage,2,1.6,42.6
1216,134433,AutoARIMA,3,2.1,52.5
1217,134433,AutoETS,2,2.0,40.8
1218,134433,DynamicOptimizedTheta,2,2.0,43.4
1219,134433,AutoTheta,2,2.0,43.3
1220,134433,ADIDA,2,2.0,43.4
1221,134433,CrostonClassic,2,2.0,41.8
1222,134433,IMAPA,2,2.0,43.4
1223,134433,WindowAverage,3,2.1,54.3
1224,134516,AutoARIMA,3,2.6,47.2
1225,134516,AutoETS,3,2.5,45.7
1226,134516,DynamicOptimizedTheta,3,2.3,33.3
1227,134516,AutoTheta,3,2.3,32.9
1228,134516,ADIDA,3,2.3,33.3
1229,134516,CrostonClassic,3,2.3,29.7
1230,134516,IMAPA,3,2.3,33.3
1231,134516,WindowAverage,3,2.6,48.6
1232,13452102,AutoARIMA,10,8.3,67.1
1233,13452102,AutoETS,8,6.2,37.5
1234,13452102,DynamicOptimizedTheta,8,5.9,31.7
1235,13452102,AutoTheta,8,5.9,32.2
1236,13452102,ADIDA,8,5.9,32.0
1237,13452102,CrostonClassic,8,5.9,31.8
1238,13452102,IMAPA,8,5.9,32.0
1239,13452102,WindowAverage,8,6.1,36.4
1240,13452102NM,AutoARIMA,3,2.0,50.2
1241,13452102NM,AutoETS,2,1.8,42.1
1242,13452102NM,DynamicOptimizedTheta,2,1.9,46.1
1243,13452102NM,AutoTheta,2,1.9,48.6
1244,13452102NM,ADIDA,2,1.9,46.1
1245,13452102NM,CrostonClassic,2,1.8,47.5
1246,13452102NM,IMAPA,2,1.9,46.1
1247,13452102NM,WindowAverage,2,2.0,62.0
1248,13452202,AutoARIMA,2,1.4,58.4
1249,13452202,AutoETS,2,1.5,60.6
1250,13452202,DynamicOptimizedTheta,2,1.3,43.9
1251,13452202,AutoTheta,2,1.3,43.7
1252,13452202,ADIDA,2,1.3,43.9
1253,13452202,CrostonClassic,2,1.4,52.7
1254,13452202,IMAPA,2,1.3,43.9
1255,13452202,WindowAverage,2,1.3,54.4
1256,13453410,AutoARIMA,5,4.4,57.2
1257,13453410,AutoETS,5,4.3,64.7
1258,13453410,DynamicOptimizedTheta,5,4.6,52.6
1259,13453410,AutoTheta,6,4.6,55.0
1260,13453410,ADIDA,5,4.6,52.6
1261,13453410,CrostonClassic,5,4.6,55.8
1262,13453410,IMAPA,5,4.6,52.6
1263,13453410,WindowAverage,7,5.6,88.8
1264,13453420,AutoARIMA,42,34.3,65.7
1265,13453420,AutoETS,33,27.6,52.3
1266,13453420,DynamicOptimizedTheta,33,27.6,60.5
1267,13453420,AutoTheta,33,27.6,60.7
1268,13453420,ADIDA,33,27.6,60.5
1269,13453420,CrostonClassic,33,28.1,54.4
1270,13453420,IMAPA,33,27.6,60.5
1271,13453420,WindowAverage,33,26.9,55.3
1272,13453430,AutoARIMA,9,7.7,23.8
1273,13453430,AutoETS,9,7.8,21.3
1274,13453430,DynamicOptimizedTheta,10,7.8,29.7
1275,13453430,AutoTheta,10,7.8,29.9
1276,13453430,ADIDA,10,7.8,29.7
1277,13453430,CrostonClassic,10,7.8,29.8
1278,13453430,IMAPA,10,7.8,29.7
1279,13453430,WindowAverage,10,8.5,31.7
1280,13453440,AutoARIMA,3,2.3,96.2
1281,13453440,AutoETS,3,2.2,83.6
1282,13453440,DynamicOptimizedTheta,3,2.3,98.2
1283,13453440,AutoTheta,3,2.3,94.0
1284,13453440,ADIDA,3,2.3,98.2
1285,13453440,CrostonClassic,3,2.3,98.0
1286,13453440,IMAPA,3,2.3,98.2
1287,13453440,WindowAverage,3,2.6,125.0
1288,13454010,AutoARIMA,32,27.3,13.4
1289,13454010,AutoETS,34,28.3,17.0
1290,13454010,DynamicOptimizedTheta,34,28.3,17.0
1291,13454010,AutoTheta,34,28.4,16.9
1292,13454010,ADIDA,34,28.2,16.6
1293,13454010,CrostonClassic,34,28.3,17.0
1294,13454010,IMAPA,34,28.2,16.6
1295,13454010,WindowAverage,35,29.3,18.4
1296,13454030,AutoARIMA,20,17.1,109.7
1297,13454030,AutoETS,15,12.4,68.1
1298,13454030,DynamicOptimizedTheta,15,12.4,67.8
1299,13454030,AutoTheta,15,12.5,69.3
1300,13454030,ADIDA,15,12.4,68.1
1301,13454030,CrostonClassic,14,12.3,67.0
1302,13454030,IMAPA,15,12.4,68.1
1303,13454030,WindowAverage,17,15.1,104.2
1304,13454060,AutoARIMA,14,10.2,33.9
1305,13454060,AutoETS,15,10.7,35.6
1306,13454060,DynamicOptimizedTheta,15,10.9,40.8
1307,13454060,AutoTheta,15,10.9,41.1
1308,13454060,ADIDA,15,11.0,41.8
1309,13454060,CrostonClassic,15,10.9,40.7
1310,13454060,IMAPA,15,11.0,41.8
1311,13454060,WindowAverage,16,12.1,58.8
1312,13454070,AutoARIMA,12,10.1,56.9
1313,13454070,AutoETS,13,10.1,64.3
1314,13454070,DynamicOptimizedTheta,11,9.6,42.2
1315,13454070,AutoTheta,11,9.6,41.3
1316,13454070,ADIDA,11,9.6,42.2
1317,13454070,CrostonClassic,11,9.6,45.3
1318,13454070,IMAPA,11,9.6,42.2
1319,13454070,WindowAverage,12,9.2,48.2
1320,13454110,AutoARIMA,6,4.7,56.4
1321,13454110,AutoETS,5,4.6,52.4
1322,13454110,DynamicOptimizedTheta,6,4.7,56.7
1323,13454110,AutoTheta,6,4.6,56.2
1324,13454110,ADIDA,6,4.7,56.7
1325,13454110,CrostonClassic,6,4.6,55.2
1326,13454110,IMAPA,6,4.7,56.7
1327,13454110,WindowAverage,6,5.2,87.7
1328,13454160,AutoARIMA,25,20.7,37.4
1329,13454160,AutoETS,24,19.8,31.4
1330,13454160,DynamicOptimizedTheta,26,21.4,42.4
1331,13454160,AutoTheta,26,21.3,41.4
1332,13454160,ADIDA,26,21.4,42.4
1333,13454160,CrostonClassic,26,21.4,42.4
1334,13454160,IMAPA,26,21.4,42.4
1335,13454160,WindowAverage,33,28.9,63.7
1336,13454190,AutoARIMA,29,22.2,62.8
1337,13454190,AutoETS,26,20.6,50.1
1338,13454190,DynamicOptimizedTheta,26,20.6,50.5
1339,13454190,AutoTheta,26,20.6,50.6
1340,13454190,ADIDA,27,20.9,53.1
1341,13454190,CrostonClassic,26,20.4,48.3
1342,13454190,IMAPA,27,20.9,53.1
1343,13454190,WindowAverage,28,22.0,62.1
1344,134611,AutoARIMA,3,2.2,71.7
1345,134611,AutoETS,3,2.2,72.4
1346,134611,DynamicOptimizedTheta,3,2.2,73.7
1347,134611,AutoTheta,3,2.2,74.1
1348,134611,ADIDA,3,2.2,71.7
1349,134611,CrostonClassic,3,2.2,85.3
1350,134611,IMAPA,3,2.2,71.7
1351,134611,WindowAverage,3,2.2,44.2
1352,134612,AutoARIMA,11,8.5,26.8
1353,134612,AutoETS,11,8.6,28.3
1354,134612,DynamicOptimizedTheta,11,8.5,26.9
1355,134612,AutoTheta,11,8.6,27.5
1356,134612,ADIDA,11,8.5,26.9
1357,134612,CrostonClassic,11,8.5,26.9
1358,134612,IMAPA,11,8.5,26.9
1359,134612,WindowAverage,10,8.4,23.6
1360,134617,AutoARIMA,57,46.0,43.0
1361,134617,AutoETS,57,46.8,45.6
1362,134617,DynamicOptimizedTheta,56,46.2,42.1
1363,134617,AutoTheta,56,46.2,42.5
1364,134617,ADIDA,56,46.8,40.5
1365,134617,CrostonClassic,54,44.2,39.7
1366,134617,IMAPA,56,46.8,40.5
1367,134617,WindowAverage,59,50.5,53.0
1368,134618,AutoARIMA,7,6.3,41.5
1369,134618,AutoETS,7,6.0,37.8
1370,134618,DynamicOptimizedTheta,7,6.0,37.4
1371,134618,AutoTheta,7,6.1,39.7
1372,134618,ADIDA,7,5.9,36.8
1373,134618,CrostonClassic,7,5.9,39.2
1374,134618,IMAPA,7,5.9,36.8
1375,134618,WindowAverage,7,6.2,42.0
1376,134619,AutoARIMA,3,2.3,92.0
1377,134619,AutoETS,3,2.2,91.6
1378,134619,DynamicOptimizedTheta,3,2.2,87.1
1379,134619,AutoTheta,3,2.2,86.7
1380,134619,ADIDA,2,2.2,77.2
1381,134619,CrostonClassic,2,2.2,93.4
1382,134619,IMAPA,2,2.2,77.2
1383,134619,WindowAverage,3,2.3,83.0
1384,13462101,AutoARIMA,5,3.8,37.4
1385,13462101,AutoETS,4,3.7,39.2
1386,13462101,DynamicOptimizedTheta,5,3.7,36.5
1387,13462101,AutoTheta,5,3.7,36.2
1388,13462101,ADIDA,5,3.7,36.5
1389,13462101,CrostonClassic,5,3.7,36.3
1390,13462101,IMAPA,5,3.7,36.5
1391,13462101,WindowAverage,5,3.9,45.4
1392,13462102,AutoARIMA,3,2.1,69.6
1393,13462102,AutoETS,3,2.1,85.0
1394,13462102,DynamicOptimizedTheta,2,2.0,67.0
1395,13462102,AutoTheta,2,2.0,66.2
1396,13462102,ADIDA,2,2.0,67.0
1397,13462102,CrostonClassic,2,2.1,74.3
1398,13462102,IMAPA,2,2.0,67.0
1399,13462102,WindowAverage,3,2.2,89.3
1400,13462104,AutoARIMA,5,3.3,67.3
1401,13462104,AutoETS,5,3.3,68.4
1402,13462104,DynamicOptimizedTheta,5,3.3,67.1
1403,13462104,AutoTheta,5,3.3,67.1
1404,13462104,ADIDA,5,3.3,67.2
1405,13462104,CrostonClassic,5,3.3,67.2
1406,13462104,IMAPA,5,3.3,67.2
1407,13462104,WindowAverage,5,3.9,95.8
1408,134627,AutoARIMA,28,24.2,21.4
1409,134627,AutoETS,21,16.3,18.3
1410,134627,DynamicOptimizedTheta,21,16.5,17.9
1411,134627,AutoTheta,21,16.5,18.8
1412,134627,ADIDA,21,16.4,17.4
1413,134627,CrostonClassic,21,16.4,17.3
1414,134627,IMAPA,21,16.4,17.4
1415,134627,WindowAverage,22,17.2,22.6
1416,134628,AutoARIMA,3,2.5,98.7
1417,134628,AutoETS,3,2.8,148.7
1418,134628,DynamicOptimizedTheta,3,2.8,145.3
1419,134628,AutoTheta,3,2.7,142.9
1420,134628,ADIDA,3,2.8,145.2
1421,134628,CrostonClassic,3,2.7,141.1
1422,134628,IMAPA,3,2.8,145.2
1423,134628,WindowAverage,4,2.9,117.6
1424,134629,AutoARIMA,2,1.6,56.2
1425,134629,AutoETS,2,1.7,40.0
1426,134629,DynamicOptimizedTheta,2,1.6,38.9
1427,134629,AutoTheta,2,1.6,38.9
1428,134629,ADIDA,2,1.6,37.6
1429,134629,CrostonClassic,2,1.6,36.7
1430,134629,IMAPA,2,1.6,37.6
1431,134629,WindowAverage,2,1.8,51.4
1432,13463410,AutoARIMA,16,13.2,35.0
1433,13463410,AutoETS,16,12.8,32.5
1434,13463410,DynamicOptimizedTheta,16,13.4,35.9
1435,13463410,AutoTheta,16,13.5,36.2
1436,13463410,ADIDA,16,13.4,35.9
1437,13463410,CrostonClassic,16,13.4,35.8
1438,13463410,IMAPA,16,13.4,35.9
1439,13463410,WindowAverage,18,15.0,45.6
1440,13463420,AutoARIMA,4,3.2,67.4
1441,13463420,AutoETS,4,3.0,75.5
1442,13463420,DynamicOptimizedTheta,4,3.3,61.6
1443,13463420,AutoTheta,4,3.2,59.9
1444,13463420,ADIDA,4,3.3,61.6
1445,13463420,CrostonClassic,4,3.2,65.8
1446,13463420,IMAPA,4,3.3,61.6
1447,13463420,WindowAverage,5,3.8,77.1
1448,13463430,AutoARIMA,31,22.6,317.5
1449,13463430,AutoETS,14,9.4,63.5
1450,13463430,DynamicOptimizedTheta,14,9.3,61.9
1451,13463430,AutoTheta,14,9.3,61.1
1452,13463430,ADIDA,14,9.3,61.9
1453,13463430,CrostonClassic,14,9.3,61.9
1454,13463430,IMAPA,14,9.3,61.9
1455,13463430,WindowAverage,13,9.6,68.0
1456,13463460,AutoARIMA,9,7.5,41.9
1457,13463460,AutoETS,9,7.5,44.9
1458,13463460,DynamicOptimizedTheta,9,7.2,41.2
1459,13463460,AutoTheta,9,7.2,41.5
1460,13463460,ADIDA,9,7.2,41.2
1461,13463460,CrostonClassic,9,7.2,40.4
1462,13463460,IMAPA,9,7.2,41.2
1463,13463460,WindowAverage,10,8.8,64.6
1464,134714,AutoARIMA,4,3.1,85.1
1465,134714,AutoETS,4,3.1,78.5
1466,134714,DynamicOptimizedTheta,4,3.1,85.2
1467,134714,AutoTheta,4,3.1,83.7
1468,134714,ADIDA,4,3.1,85.1
1469,134714,CrostonClassic,4,3.0,96.1
1470,134714,IMAPA,4,3.1,85.1
1471,134714,WindowAverage,4,3.2,84.9
1472,13474010,AutoARIMA,7,4.9,128.8
1473,13474010,AutoETS,6,4.7,71.7
1474,13474010,DynamicOptimizedTheta,6,4.6,70.4
1475,13474010,AutoTheta,6,4.6,70.4
1476,13474010,ADIDA,6,4.6,71.6
1477,13474010,CrostonClassic,6,4.5,68.6
1478,13474010,IMAPA,6,4.6,71.6
1479,13474010,WindowAverage,6,4.6,58.4
1480,13474110,AutoARIMA,7,5.9,62.8
1481,13474110,AutoETS,7,6.0,66.2
1482,13474110,DynamicOptimizedTheta,8,6.1,70.6
1483,13474110,AutoTheta,8,6.1,70.1
1484,13474110,ADIDA,8,6.1,70.6
1485,13474110,CrostonClassic,8,6.0,69.3
1486,13474110,IMAPA,8,6.1,70.6
1487,13474110,WindowAverage,8,6.6,100.8
1488,13474210,AutoARIMA,37,30.8,521.1
1489,13474210,AutoETS,17,13.0,84.7
1490,13474210,DynamicOptimizedTheta,18,14.4,108.0
1491,13474210,AutoTheta,18,14.4,107.4
1492,13474210,ADIDA,18,15.1,118.5
1493,13474210,CrostonClassic,18,14.3,111.7
1494,13474210,IMAPA,18,15.1,118.5
1495,13474210,WindowAverage,19,15.3,138.5
1496,13474310,AutoARIMA,8,7.3,138.5
1497,13474310,AutoETS,7,5.5,93.9
1498,13474310,DynamicOptimizedTheta,9,8.1,147.5
1499,13474310,AutoTheta,9,8.0,142.3
1500,13474310,ADIDA,7,5.5,79.6
1501,13474310,CrostonClassic,7,5.5,86.2
1502,13474310,IMAPA,7,5.5,79.6
1503,13474310,WindowAverage,7,6.2,67.7
1504,134748,AutoARIMA,12,9.7,34.9
1505,134748,AutoETS,11,8.5,27.2
1506,134748,DynamicOptimizedTheta,11,8.5,26.7
1507,134748,AutoTheta,11,8.5,26.7
1508,134748,ADIDA,11,8.5,26.7
1509,134748,CrostonClassic,11,8.5,26.7
1510,134748,IMAPA,11,8.5,26.7
1511,134748,WindowAverage,11,9.1,32.7
1512,134757,AutoARIMA,9,6.4,54.3
1513,134757,AutoETS,9,6.6,61.3
1514,134757,DynamicOptimizedTheta,9,6.3,53.8
1515,134757,AutoTheta,9,6.3,53.9
1516,134757,ADIDA,9,6.3,53.8
1517,134757,CrostonClassic,9,6.3,55.2
1518,134757,IMAPA,9,6.3,53.8
1519,134757,WindowAverage,9,6.1,61.0
1520,134835,AutoARIMA,5,4.3,102.5
1521,134835,AutoETS,5,4.5,115.0
1522,134835,DynamicOptimizedTheta,5,4.2,73.9
1523,134835,AutoTheta,5,4.2,71.2
1524,134835,ADIDA,5,4.2,73.9
1525,134835,CrostonClassic,5,4.3,106.5
1526,134835,IMAPA,5,4.2,73.9
1527,134835,WindowAverage,5,4.6,87.7
1528,134944,AutoARIMA,3,2.2,19.3
1529,134944,AutoETS,3,2.2,24.3
1530,134944,DynamicOptimizedTheta,3,2.2,20.8
1531,134944,AutoTheta,3,2.2,22.0
1532,134944,ADIDA,3,2.2,20.8
1533,134944,CrostonClassic,3,2.2,20.8
1534,134944,IMAPA,3,2.2,20.8
1535,134944,WindowAverage,3,2.3,31.9
1536,139102,AutoARIMA,21,16.0,126.6
1537,139102,AutoETS,16,11.0,75.1
1538,139102,DynamicOptimizedTheta,16,11.0,70.8
1539,139102,AutoTheta,16,11.1,69.6
1540,139102,ADIDA,16,11.0,70.8
1541,139102,CrostonClassic,16,11.1,78.3
1542,139102,IMAPA,16,11.0,70.8
1543,139102,WindowAverage,17,12.7,83.8
1544,139103,AutoARIMA,6,5.0,53.0
1545,139103,AutoETS,6,5.0,52.3
1546,139103,DynamicOptimizedTheta,6,5.1,53.9
1547,139103,AutoTheta,7,5.1,54.1
1548,139103,ADIDA,6,5.1,53.9
1549,139103,CrostonClassic,6,5.0,54.0
1550,139103,IMAPA,6,5.1,53.9
1551,139103,WindowAverage,7,5.2,61.1
1552,139120,AutoARIMA,2,1.7,51.4
1553,139120,AutoETS,2,1.7,53.8
1554,139120,DynamicOptimizedTheta,2,1.7,53.8
1555,139120,AutoTheta,2,1.7,54.5
1556,139120,ADIDA,2,1.7,53.8
1557,139120,CrostonClassic,2,1.8,59.3
1558,139120,IMAPA,2,1.7,53.8
1559,139120,WindowAverage,2,1.7,41.9
1560,139441,AutoARIMA,10,7.3,57.1
1561,139441,AutoETS,11,7.7,57.3
1562,139441,DynamicOptimizedTheta,10,7.7,55.4
1563,139441,AutoTheta,10,7.6,55.1
1564,139441,ADIDA,11,7.8,59.4
1565,139441,CrostonClassic,10,7.4,51.2
1566,139441,IMAPA,11,7.8,59.4
1567,139441,WindowAverage,12,9.8,97.1
1568,143835,AutoARIMA,45,38.8,35.7
1569,143835,AutoETS,38,30.9,27.4
1570,143835,DynamicOptimizedTheta,39,29.9,28.4
1571,143835,AutoTheta,39,29.9,28.6
1572,143835,ADIDA,39,29.9,28.4
1573,143835,CrostonClassic,39,29.9,28.4
1574,143835,IMAPA,39,29.9,28.4
1575,143835,WindowAverage,39,30.9,31.3
1576,143836,AutoARIMA,14,11.0,463.8
1577,143836,AutoETS,10,7.4,154.1
1578,143836,DynamicOptimizedTheta,13,10.0,374.5
1579,143836,AutoTheta,13,10.0,374.5
1580,143836,ADIDA,10,8.1,255.9
1581,143836,CrostonClassic,10,8.0,235.5
1582,143836,IMAPA,10,8.1,255.9
1583,143836,WindowAverage,12,10.1,479.4
1584,16110342NM,AutoARIMA,4,2.8,72.4
1585,16110342NM,AutoETS,3,2.3,48.8
1586,16110342NM,DynamicOptimizedTheta,3,2.4,48.7
1587,16110342NM,AutoTheta,3,2.4,48.9
1588,16110342NM,ADIDA,3,2.4,48.7
1589,16110342NM,CrostonClassic,3,2.3,42.7
1590,16110342NM,IMAPA,3,2.4,48.7
1591,16110342NM,WindowAverage,3,2.6,48.9
1592,16110362,AutoARIMA,3,2.9,36.0
1593,16110362,AutoETS,3,2.9,45.4
1594,16110362,DynamicOptimizedTheta,3,2.8,45.5
1595,16110362,AutoTheta,3,2.8,45.8
1596,16110362,ADIDA,3,2.8,45.5
1597,16110362,CrostonClassic,3,2.9,53.3
1598,16110362,IMAPA,3,2.8,45.5
1599,16110362,WindowAverage,4,3.2,40.9
1600,16110372,AutoARIMA,6,5.4,122.9
1601,16110372,AutoETS,5,4.5,94.7
1602,16110372,DynamicOptimizedTheta,5,4.3,79.3
1603,16110372,AutoTheta,5,4.3,78.9
1604,16110372,ADIDA,5,4.3,78.6
1605,16110372,CrostonClassic,5,4.3,78.5
1606,16110372,IMAPA,5,4.3,78.6
1607,16110372,WindowAverage,5,4.2,90.4
1608,16118740,AutoARIMA,3,3.0,81.5
1609,16118740,AutoETS,3,2.5,79.7
1610,16118740,DynamicOptimizedTheta,3,2.8,83.4
1611,16118740,AutoTheta,3,2.8,81.3
1612,16118740,ADIDA,3,2.8,83.4
1613,16118740,CrostonClassic,3,2.8,78.4
1614,16118740,IMAPA,3,2.8,83.4
1615,16118740,WindowAverage,3,3.2,128.4
1616,161475,AutoARIMA,7,5.4,46.7
1617,161475,AutoETS,7,5.2,45.6
1618,161475,DynamicOptimizedTheta,6,4.8,32.5
1619,161475,AutoTheta,6,4.8,31.4
1620,161475,ADIDA,6,4.8,32.5
1621,161475,CrostonClassic,6,4.9,33.9
1622,161475,IMAPA,6,4.8,32.5
1623,161475,WindowAverage,7,5.4,32.0
1624,161835,AutoARIMA,18,13.3,26.2
1625,161835,AutoETS,18,13.4,28.3
1626,161835,DynamicOptimizedTheta,18,13.4,28.4
1627,161835,AutoTheta,18,13.4,28.0
1628,161835,ADIDA,18,13.4,28.3
1629,161835,CrostonClassic,17,13.2,27.0
1630,161835,IMAPA,18,13.4,28.3
1631,161835,WindowAverage,19,14.6,31.9
1632,161838,AutoARIMA,12,9.7,44.7
1633,161838,AutoETS,11,9.4,38.3
1634,161838,DynamicOptimizedTheta,12,9.5,42.2
1635,161838,AutoTheta,12,9.5,42.3
1636,161838,ADIDA,12,9.5,45.5
1637,161838,CrostonClassic,12,9.5,41.9
1638,161838,IMAPA,12,9.5,45.5
1639,161838,WindowAverage,13,9.9,57.7
1640,161839,AutoARIMA,11,8.6,42.3
1641,161839,AutoETS,10,8.4,41.2
1642,161839,DynamicOptimizedTheta,11,8.5,47.2
1643,161839,AutoTheta,11,8.5,47.3
1644,161839,ADIDA,11,8.5,47.2
1645,161839,CrostonClassic,11,8.5,47.2
1646,161839,IMAPA,11,8.5,47.2
1647,161839,WindowAverage,11,8.9,48.9
1648,161840,AutoARIMA,37,29.8,24.9
1649,161840,AutoETS,38,32.0,26.8
1650,161840,DynamicOptimizedTheta,37,30.9,23.5
1651,161840,AutoTheta,37,31.0,23.9
1652,161840,ADIDA,37,30.7,23.6
1653,161840,CrostonClassic,37,30.7,23.6
1654,161840,IMAPA,37,30.7,23.6
1655,161840,WindowAverage,37,30.6,24.9
1656,162113,AutoARIMA,2,2.1,47.4
1657,162113,AutoETS,2,1.6,36.7
1658,162113,DynamicOptimizedTheta,2,2.0,38.8
1659,162113,AutoTheta,2,2.0,39.1
1660,162113,ADIDA,2,2.0,38.8
1661,162113,CrostonClassic,2,2.0,38.4
1662,162113,IMAPA,2,2.0,38.8
1663,162113,WindowAverage,2,2.2,51.5
1664,16235590,AutoARIMA,4,2.9,23.1
1665,16235590,AutoETS,3,2.8,28.5
1666,16235590,DynamicOptimizedTheta,4,2.8,33.3
1667,16235590,AutoTheta,4,2.8,33.2
1668,16235590,ADIDA,4,2.8,33.3
1669,16235590,CrostonClassic,4,2.8,33.3
1670,16235590,IMAPA,4,2.8,33.3
1671,16235590,WindowAverage,4,3.1,33.6
1672,162435,AutoARIMA,3,2.1,169.6
1673,162435,AutoETS,2,1.6,198.1
1674,162435,DynamicOptimizedTheta,2,1.5,164.5
1675,162435,AutoTheta,2,1.5,166.6
1676,162435,ADIDA,2,1.5,164.0
1677,162435,CrostonClassic,2,1.7,193.0
1678,162435,IMAPA,2,1.5,164.0
1679,162435,WindowAverage,2,1.3,94.3
1680,162436,AutoARIMA,9,7.2,28.0
1681,162436,AutoETS,8,7.0,26.7
1682,162436,DynamicOptimizedTheta,8,7.0,26.4
1683,162436,AutoTheta,8,6.9,24.3
1684,162436,ADIDA,8,7.0,26.5
1685,162436,CrostonClassic,8,6.9,25.0
1686,162436,IMAPA,8,7.0,26.5
1687,162436,WindowAverage,11,9.4,44.9
1688,162437,AutoARIMA,11,9.5,36.3
1689,162437,AutoETS,9,7.1,23.3
1690,162437,DynamicOptimizedTheta,9,7.2,29.6
1691,162437,AutoTheta,9,7.2,29.7
1692,162437,ADIDA,9,7.2,29.5
1693,162437,CrostonClassic,9,7.2,29.5
1694,162437,IMAPA,9,7.2,29.5
1695,162437,WindowAverage,11,8.4,40.7
1696,162438,AutoARIMA,8,6.5,26.0
1697,162438,AutoETS,8,6.3,24.5
1698,162438,DynamicOptimizedTheta,8,6.6,26.9
1699,162438,AutoTheta,8,6.6,27.0
1700,162438,ADIDA,8,6.6,26.9
1701,162438,CrostonClassic,8,6.6,26.9
1702,162438,IMAPA,8,6.6,26.9
1703,162438,WindowAverage,10,9.1,54.3
1704,162440,AutoARIMA,5,4.5,68.4
1705,162440,AutoETS,5,4.6,77.7
1706,162440,DynamicOptimizedTheta,5,4.4,59.7
1707,162440,AutoTheta,5,4.4,59.1
1708,162440,ADIDA,5,4.4,59.7
1709,162440,CrostonClassic,5,4.4,60.6
1710,162440,IMAPA,5,4.4,59.7
1711,162440,WindowAverage,5,4.3,55.4
1712,162441,AutoARIMA,3,2.8,30.4
1713,162441,AutoETS,3,2.8,33.4
1714,162441,DynamicOptimizedTheta,3,2.8,27.4
1715,162441,AutoTheta,3,2.8,26.4
1716,162441,ADIDA,3,2.8,27.4
1717,162441,CrostonClassic,3,2.8,27.6
1718,162441,IMAPA,3,2.8,27.4
1719,162441,WindowAverage,3,2.8,32.5
1720,162442,AutoARIMA,4,3.4,26.0
1721,162442,AutoETS,4,3.5,30.3
1722,162442,DynamicOptimizedTheta,4,3.5,30.0
1723,162442,AutoTheta,4,3.5,29.4
1724,162442,ADIDA,4,3.5,30.6
1725,162442,CrostonClassic,4,3.5,29.9
1726,162442,IMAPA,4,3.5,30.6
1727,162442,WindowAverage,4,3.6,32.9
1728,162453,AutoARIMA,3,2.3,66.2
1729,162453,AutoETS,2,1.9,34.4
1730,162453,DynamicOptimizedTheta,2,1.7,34.5
1731,162453,AutoTheta,2,1.8,33.9
1732,162453,ADIDA,2,1.7,34.5
1733,162453,CrostonClassic,2,1.8,34.5
1734,162453,IMAPA,2,1.7,34.5
1735,162453,WindowAverage,2,1.9,34.6
1736,162456,AutoARIMA,9,8.1,18.7
1737,162456,AutoETS,8,7.4,19.6
1738,162456,DynamicOptimizedTheta,9,8.2,17.3
1739,162456,AutoTheta,9,8.3,17.2
1740,162456,ADIDA,10,8.9,20.3
1741,162456,CrostonClassic,9,8.2,17.3
1742,162456,IMAPA,10,8.9,20.3
1743,162456,WindowAverage,11,10.3,28.7
1744,162840,AutoARIMA,7,5.9,47.3
1745,162840,AutoETS,5,4.6,32.2
1746,162840,DynamicOptimizedTheta,5,4.6,33.2
1747,162840,AutoTheta,5,4.6,31.8
1748,162840,ADIDA,5,4.6,33.2
1749,162840,CrostonClassic,5,4.6,33.4
1750,162840,IMAPA,5,4.6,33.2
1751,162840,WindowAverage,6,5.1,44.7
1752,169103,AutoARIMA,22,16.5,79.8
1753,169103,AutoETS,20,14.1,56.8
1754,169103,DynamicOptimizedTheta,20,14.5,58.6
