,id,model,rmse,mae,wape_m
683,134123BM,auto_arima,4,3.4,31.6
684,134123BM,prophet,4,3.4,36.0
685,134123NM,mean,9,6.9,28.0
686,134123NM,random_walk,12,11.0,47.6
687,134123NM,window_average,8,6.9,19.4
688,134123NM,auto_arima,8,7.6,24.9
689,134123NM,prophet,9,6.8,28.6
690,13413726,mean,7,5.8,26.8
691,13413726,random_walk,7,6.3,31.7
692,13413726,window_average,7,5.9,25.2
693,13413726,auto_arima,7,5.8,26.8
694,13413726,prophet,7,5.7,27.0
695,13413730,mean,4,3.4,52.7
696,13413730,random_walk,4,3.2,44.6
697,13413730,window_average,4,3.0,33.0
698,13413730,auto_arima,4,2.9,33.4
699,13413730,prophet,4,3.6,46.2
700,13413730NM,mean,2,1.9,91.7
701,13413730NM,random_walk,3,3.0,197.5
702,13413730NM,window_average,2,1.8,62.3
703,13413730NM,auto_arima,2,1.9,91.7
704,13413730NM,prophet,2,2.0,94.8
705,13413826,mean,5,4.3,35.6
706,13413826,random_walk,10,8.3,152.5
707,13413826,window_average,5,4.1,40.5
708,13413826,auto_arima,5,3.9,37.0
709,13413826,prophet,5,4.4,35.5
710,13413830,mean,4,3.2,165.3
711,13413830,random_walk,3,2.7,95.8
712,13413830,window_average,2,1.8,51.1
713,13413830,auto_arima,2,1.9,38.1
714,13413830,prophet,4,3.3,170.8
715,13413830NM,mean,2,2.2,123.7
716,13413830NM,random_walk,3,2.4,134.9
717,13413830NM,window_average,3,2.3,134.0
718,13413830NM,auto_arima,2,2.1,103.2
719,13413830NM,prophet,2,2.2,117.8
720,13413940,mean,3,2.9,54.8
721,13413940,random_walk,5,3.8,56.3
722,13413940,window_average,3,2.7,40.6
723,13413940,auto_arima,3,2.1,31.5
724,13413940,prophet,3,2.9,53.4
725,134184,mean,6,4.8,52.2
726,134184,random_walk,7,5.5,85.5
727,134184,window_average,6,5.2,79.3
728,134184,auto_arima,6,4.9,52.5
729,134184,prophet,6,4.8,48.7
730,134232,mean,2,2.0,109.7
731,134232,random_walk,2,1.8,69.8
732,134232,window_average,3,2.3,60.6
733,134232,auto_arima,2,2.2,70.3
734,134232,prophet,2,2.0,108.9
735,134233,mean,2,2.1,132.7
736,134233,random_walk,3,2.5,344.2
737,134233,window_average,2,1.6,83.1
738,134233,auto_arima,2,2.1,132.7
739,134233,prophet,2,2.0,145.2
740,13424010,mean,5,3.9,36.3
741,13424010,random_walk,6,4.5,65.6
742,13424010,window_average,5,4.0,39.3
743,13424010,auto_arima,6,4.6,48.1
744,13424010,prophet,5,3.9,37.4
745,134302,mean,2,2.1,65.4
746,134302,random_walk,3,3.0,166.7
747,134302,window_average,3,2.1,59.0
748,134302,auto_arima,2,2.1,70.6
749,134302,prophet,2,2.1,67.3
750,134315001,mean,17,13.9,25.0
751,134315001,random_walk,24,20.5,66.8
752,134315001,window_average,17,13.4,27.4
753,134315001,auto_arima,17,13.9,22.5
754,134315001,prophet,17,13.9,24.9
755,134432,mean,2,1.8,83.6
756,134432,random_walk,2,1.8,86.6
757,134432,window_average,2,1.6,40.3
758,134432,auto_arima,2,1.8,78.4
759,134432,prophet,2,1.8,81.0
760,134433,mean,2,2.1,47.6
761,134433,random_walk,5,4.9,274.5
762,134433,window_average,3,2.1,59.4
763,134433,auto_arima,2,2.1,46.0
764,134433,prophet,2,2.1,48.5
765,134516,mean,3,2.5,49.7
766,134516,random_walk,3,3.1,70.1
767,134516,window_average,3,2.6,52.9
768,134516,auto_arima,3,2.5,50.4
769,134516,prophet,3,2.5,49.7
770,13452102,mean,8,6.6,50.5
771,13452102,random_walk,11,9.5,94.5
772,13452102,window_average,8,6.3,38.6
773,13452102,auto_arima,8,6.2,32.6
774,13452102,prophet,8,6.7,55.1
775,13452102NM,mean,2,1.8,42.1
776,13452102NM,random_walk,4,3.3,156.5
777,13452102NM,window_average,2,2.0,62.1
778,13452102NM,auto_arima,2,1.8,42.1
779,13452102NM,prophet,2,1.8,42.0
780,13452202,mean,2,2.1,150.9
781,13452202,random_walk,2,1.7,78.3
782,13452202,window_average,2,1.3,54.1
783,13452202,auto_arima,2,1.5,61.9
784,13452202,prophet,2,2.2,151.7
785,13453410,mean,6,4.5,77.4
786,13453410,random_walk,8,6.4,113.3
787,13453410,window_average,7,5.7,91.6
788,13453410,auto_arima,6,4.5,77.4
789,13453410,prophet,5,4.4,73.8
790,13453420,mean,32,27.3,43.4
791,13453420,random_walk,35,27.8,57.0
792,13453420,window_average,33,26.5,47.5
793,13453420,auto_arima,33,27.7,42.6
794,13453420,prophet,33,27.2,46.4
795,13453430,mean,9,7.7,21.1
796,13453430,random_walk,16,14.4,66.8
797,13453430,window_average,10,8.4,31.0
798,13453430,auto_arima,9,7.7,21.1
799,13453430,prophet,9,7.9,18.4
800,13453440,mean,4,2.9,190.0
801,13453440,random_walk,5,4.6,423.3
802,13453440,window_average,4,2.7,146.7
803,13453440,auto_arima,3,2.4,112.1
804,13453440,prophet,3,2.8,179.7
805,13454010,mean,33,27.6,13.3
806,13454010,random_walk,36,28.6,19.7
807,13454010,window_average,35,28.4,16.4
808,13454010,auto_arima,32,26.7,12.9
809,13454010,prophet,33,28.7,12.4
810,13454030,mean,13,11.3,48.8
811,13454030,random_walk,17,14.8,86.7
812,13454030,window_average,18,15.1,104.6
813,13454030,auto_arima,15,12.5,69.4
814,13454030,prophet,13,11.0,41.2
815,13454060,mean,14,11.2,46.6
816,13454060,random_walk,17,12.0,58.6
817,13454060,window_average,16,12.2,58.5
818,13454060,auto_arima,14,10.6,37.0
819,13454060,prophet,13,10.1,43.1
820,13454070,mean,13,10.1,64.3
821,13454070,random_walk,15,13.0,82.2
822,13454070,window_average,12,9.2,48.2
823,13454070,auto_arima,13,10.1,64.3
824,13454070,prophet,13,10.2,65.1
825,13454110,mean,6,5.9,96.4
826,13454110,random_walk,7,6.0,101.5
827,13454110,window_average,6,5.1,88.6
828,13454110,auto_arima,6,5.2,72.7
829,13454110,prophet,6,5.9,94.3
830,13454160,mean,27,23.6,45.2
831,13454160,random_walk,47,41.4,102.9
832,13454160,window_average,33,28.9,59.6
833,13454160,auto_arima,26,20.8,32.9
834,13454160,prophet,29,26.2,54.1
835,13454190,mean,30,22.2,75.4
836,13454190,random_walk,31,25.1,76.4
837,13454190,window_average,28,22.1,62.2
838,13454190,auto_arima,28,21.4,56.5
839,13454190,prophet,30,22.1,74.6
840,134611,mean,3,2.9,213.4
841,134611,random_walk,5,3.7,185.8
842,134611,window_average,3,2.2,43.3
843,134611,auto_arima,3,2.2,75.0
844,134611,prophet,3,3.0,220.9
845,134612,mean,11,9.6,39.7
846,134612,random_walk,21,18.7,92.2
847,134612,window_average,11,8.6,27.2
848,134612,auto_arima,11,8.7,32.4
849,134612,prophet,11,9.6,38.2
850,134617,mean,57,45.9,44.4
851,134617,random_walk,61,51.1,50.6
852,134617,window_average,58,49.5,52.9
853,134617,auto_arima,59,46.9,49.5
854,134617,prophet,57,46.1,44.5
855,134618,mean,6,4.7,22.6
856,134618,random_walk,11,9.7,71.6
857,134618,window_average,7,6.2,41.9
858,134618,auto_arima,7,5.8,36.3
859,134618,prophet,6,4.6,22.2
860,134619,mean,3,2.3,132.3
861,134619,random_walk,3,2.3,88.3
862,134619,window_average,3,2.3,84.0
863,134619,auto_arima,3,2.4,121.2
864,134619,prophet,3,2.3,143.6
865,13462101,mean,5,4.3,59.0
866,13462101,random_walk,5,4.1,62.3
867,13462101,window_average,5,3.8,50.3
868,13462101,auto_arima,5,3.8,49.1
869,13462101,prophet,5,4.3,59.3
870,13462102,mean,3,2.5,134.3
871,13462102,random_walk,3,2.5,114.9
872,13462102,window_average,3,2.2,97.2
873,13462102,auto_arima,3,2.2,107.9
874,13462102,prophet,3,2.5,132.9
875,13462104,mean,4,3.4,55.1
876,13462104,random_walk,5,4.8,100.7
877,13462104,window_average,5,3.9,93.8
878,13462104,auto_arima,5,3.4,56.5
879,13462104,prophet,5,3.5,60.2
880,134627,mean,21,18.2,17.6
881,134627,random_walk,33,27.2,61.7
882,134627,window_average,22,17.1,22.4
883,134627,auto_arima,21,16.3,12.9
884,134627,prophet,21,18.8,19.0
885,134628,mean,3,2.7,206.2
886,134628,random_walk,4,3.1,298.1
887,134628,window_average,4,2.9,131.2
888,134628,auto_arima,3,2.8,189.6
889,134628,prophet,3,2.7,203.9
890,134629,mean,2,1.7,41.8
891,134629,random_walk,3,2.3,77.1
892,134629,window_average,2,1.8,54.9
893,134629,auto_arima,2,1.7,41.8
894,134629,prophet,2,1.7,41.8
895,13463410,mean,15,12.7,32.9
896,13463410,random_walk,18,15.3,44.7
897,13463410,window_average,18,14.9,42.2
898,13463410,auto_arima,16,13.2,31.6
899,13463410,prophet,16,12.9,34.3
900,13463420,mean,4,2.9,78.2
901,13463420,random_walk,4,3.5,42.1
902,13463420,window_average,5,3.8,63.4
903,13463420,auto_arima,4,3.1,57.1
904,13463420,prophet,4,3.1,51.1
905,13463430,mean,14,9.6,62.8
906,13463430,random_walk,21,18.4,114.9
907,13463430,window_average,13,9.9,71.0
908,13463430,auto_arima,14,9.7,62.6
909,13463430,prophet,14,9.6,63.8
910,13463460,mean,9,7.8,46.2
911,13463460,random_walk,19,16.7,148.6
912,13463460,window_average,10,8.8,66.5
913,13463460,auto_arima,9,7.5,48.1
914,13463460,prophet,9,7.7,45.8
915,134714,mean,4,3.7,161.9
916,134714,random_walk,4,3.2,67.5
917,134714,window_average,4,3.2,85.5
918,134714,auto_arima,4,3.0,87.5
919,134714,prophet,4,3.8,165.7
920,13474010,mean,6,4.5,50.3
921,13474010,random_walk,9,6.6,142.7
922,13474010,window_average,6,4.6,50.3
923,13474010,auto_arima,6,4.7,58.6
924,13474010,prophet,6,4.5,49.9
925,13474110,mean,7,5.9,60.6
926,13474110,random_walk,15,13.0,234.7
927,13474110,window_average,8,6.5,98.9
928,13474110,auto_arima,7,5.7,68.3
929,13474110,prophet,7,5.9,62.5
930,13474210,mean,17,13.5,85.2
931,13474210,random_walk,19,15.3,192.2
932,13474210,window_average,19,15.2,140.5
933,13474210,auto_arima,17,13.5,85.2
934,13474210,prophet,17,13.5,85.4
935,13474310,mean,7,5.8,123.9
936,13474310,random_walk,8,6.9,98.2
937,13474310,window_average,7,6.0,64.2
938,13474310,auto_arima,7,5.5,99.0
939,13474310,prophet,7,5.7,118.5
940,134748,mean,11,8.6,27.9
941,134748,random_walk,17,14.6,67.0
942,134748,window_average,11,9.1,34.0
943,134748,auto_arima,11,8.7,28.4
944,134748,prophet,11,8.6,26.5
945,134757,mean,9,6.1,51.1
946,134757,random_walk,14,11.7,261.3
947,134757,window_average,8,5.9,60.3
948,134757,auto_arima,9,6.4,57.3
949,134757,prophet,9,6.1,46.8
950,134835,mean,8,7.1,282.1
951,134835,random_walk,7,5.4,96.9
952,134835,window_average,6,4.7,88.8
953,134835,auto_arima,5,4.3,108.3
954,134835,prophet,8,7.2,289.5
955,134944,mean,3,2.2,24.1
956,134944,random_walk,4,3.4,92.5
957,134944,window_average,3,2.3,31.7
958,134944,auto_arima,3,2.2,24.1
959,134944,prophet,3,2.2,24.9
960,139102,mean,18,15.3,152.2
961,139102,random_walk,25,19.8,143.7
962,139102,window_average,17,13.0,85.3
963,139102,auto_arima,16,11.5,68.7
964,139102,prophet,18,15.4,156.4
965,139103,mean,7,5.0,118.8
966,139103,random_walk,7,5.3,104.9
967,139103,window_average,7,5.2,62.1
968,139103,auto_arima,6,5.0,45.9
969,139103,prophet,7,5.0,120.3
970,139120,mean,4,3.8,299.0
971,139120,random_walk,2,2.0,79.4
972,139120,window_average,2,1.7,42.3
973,139120,auto_arima,2,1.6,55.6
974,139120,prophet,4,4.0,313.7
975,139441,mean,12,10.1,117.9
976,139441,random_walk,11,8.1,71.2
977,139441,window_average,13,9.9,111.5
978,139441,auto_arima,10,7.5,66.4
979,139441,prophet,12,10.2,121.7
980,143835,mean,38,31.0,27.4
981,143835,random_walk,43,33.1,30.7
982,143835,window_average,39,31.0,31.2
983,143835,auto_arima,38,31.0,27.4
984,143835,prophet,38,31.3,27.6
985,143836,mean,10,7.3,145.5
986,143836,random_walk,14,12.3,468.9
987,143836,window_average,12,10.1,473.7
988,143836,auto_arima,9,7.3,119.9
989,143836,prophet,10,7.3,151.8
990,16110342NM,mean,3,2.3,48.4
991,16110342NM,random_walk,3,2.4,63.4
992,16110342NM,window_average,3,2.6,54.4
993,16110342NM,auto_arima,3,2.3,49.2
994,16110342NM,prophet,3,2.3,47.0
995,16110362,mean,3,2.9,45.2
996,16110362,random_walk,3,2.5,45.4
997,16110362,window_average,4,3.2,47.3
998,16110362,auto_arima,3,2.8,43.1
999,16110362,prophet,3,2.7,41.8
1000,16110372,mean,5,4.7,46.5
1001,16110372,random_walk,6,5.0,69.1
1002,16110372,window_average,5,4.2,34.0
1003,16110372,auto_arima,5,4.6,43.1
1004,16110372,prophet,5,4.7,46.9
1005,16118740,mean,3,2.4,97.7
1006,16118740,random_walk,4,3.9,186.5
1007,16118740,window_average,4,3.2,134.0
1008,16118740,auto_arima,3,2.8,78.4
1009,16118740,prophet,3,2.4,91.8
1010,161475,mean,7,5.7,46.0
1011,161475,random_walk,7,5.9,34.3
1012,161475,window_average,7,5.5,32.6
1013,161475,auto_arima,7,5.5,41.0
1014,161475,prophet,7,5.8,48.3
1015,161835,mean,17,13.8,27.2
1016,161835,random_walk,22,17.3,45.2
1017,161835,window_average,19,14.7,30.6
1018,161835,auto_arima,17,13.4,25.3
1019,161835,prophet,17,14.4,31.1
1020,161838,mean,11,9.9,51.9
1021,161838,random_walk,13,10.6,48.0
1022,161838,window_average,12,9.8,54.4
1023,161838,auto_arima,11,9.7,44.3
1024,161838,prophet,11,9.9,51.4
1025,161839,mean,10,8.3,37.6
1026,161839,random_walk,11,8.8,48.2
1027,161839,window_average,11,8.8,46.4
1028,161839,auto_arima,10,8.3,37.5
1029,161839,prophet,10,8.1,23.3
1030,161840,mean,37,31.8,25.3
1031,161840,random_walk,44,38.3,37.7
1032,161840,window_average,36,30.2,23.6
1033,161840,auto_arima,38,32.5,26.4
1034,161840,prophet,42,37.3,39.0
1035,162113,mean,2,1.6,36.0
1036,162113,random_walk,3,2.4,80.7
1037,162113,window_average,2,2.2,51.7
1038,162113,auto_arima,2,1.6,35.3
1039,162113,prophet,2,1.6,36.5
1040,16235590,mean,3,2.7,32.4
1041,16235590,random_walk,6,5.5,83.9
1042,16235590,window_average,4,3.0,34.9
1043,16235590,auto_arima,3,2.7,32.4
1044,16235590,prophet,3,2.7,32.4
1045,162435,mean,2,1.9,302.1
1046,162435,random_walk,2,2.0,247.3
1047,162435,window_average,2,1.4,106.1
1048,162435,auto_arima,2,1.9,276.4
1049,162435,prophet,2,2.0,307.2
1050,162436,mean,8,7.1,20.3
1051,162436,random_walk,20,17.4,90.4
1052,162436,window_average,11,9.4,38.8
1053,162436,auto_arima,8,7.2,21.6
1054,162436,prophet,8,7.0,20.3
1055,162437,mean,8,7.0,11.1
1056,162437,random_walk,16,14.4,60.9
1057,162437,window_average,10,8.3,31.7
1058,162437,auto_arima,9,7.4,13.1
1059,162437,prophet,8,6.9,12.6
1060,162438,mean,8,6.1,23.9
1061,162438,random_walk,8,6.5,27.4
1062,162438,window_average,10,8.9,53.6
1063,162438,auto_arima,8,6.2,23.8
1064,162438,prophet,8,6.3,25.4
1065,162440,mean,6,4.9,117.1
1066,162440,random_walk,5,4.2,41.6
1067,162440,window_average,5,4.3,54.1
1068,162440,auto_arima,5,4.6,76.9
1069,162440,prophet,6,5.0,120.5
1070,162441,mean,4,3.0,46.2
1071,162441,random_walk,4,3.3,55.6
1072,162441,window_average,4,2.9,31.3
1073,162441,auto_arima,3,2.8,33.8
1074,162441,prophet,4,3.0,47.2
1075,162442,mean,5,4.3,60.9
1076,162442,random_walk,5,4.2,54.4
1077,162442,window_average,4,3.6,36.1
1078,162442,auto_arima,5,4.1,54.5
1079,162442,prophet,5,4.4,63.3
1080,162453,mean,2,1.8,47.7
1081,162453,random_walk,3,2.5,93.1
1082,162453,window_average,2,1.9,35.2
1083,162453,auto_arima,2,1.7,39.0
1084,162453,prophet,2,1.8,48.7
1085,162456,mean,9,7.8,28.2
1086,162456,random_walk,11,9.4,23.7
1087,162456,window_average,11,10.1,33.7
1088,162456,auto_arima,9,8.0,27.9
1089,162456,prophet,11,9.3,28.9
1090,162840,mean,7,6.1,65.0
1091,162840,random_walk,6,5.4,49.7
1092,162840,window_average,6,5.1,32.7
1093,162840,auto_arima,5,4.5,18.0
1094,162840,prophet,7,6.4,67.3
1095,169103,mean,21,16.1,69.7
1096,169103,random_walk,22,17.0,70.6
1097,169103,window_average,21,16.1,65.2
1098,169103,auto_arima,20,14.3,53.1
1099,169103,prophet,21,16.2,72.4
1100,169120,mean,4,3.7,232.6
1101,169120,random_walk,3,2.1,57.1
1102,169120,window_average,3,2.7,135.6
1103,169120,auto_arima,3,2.5,118.9
1104,169120,prophet,4,3.8,233.7
1105,169440,mean,19,16.1,29.6
1106,169440,random_walk,27,23.3,59.9
1107,169440,window_average,18,13.0,21.1
1108,169440,auto_arima,19,15.8,27.6
1109,169440,prophet,20,16.9,33.5
1110,17010302,mean,43,35.8,21.3
1111,17010302,random_walk,59,47.6,38.3
1112,17010302,window_average,46,33.6,22.5
1113,17010302,auto_arima,47,35.0,24.7
1114,17010302,prophet,46,37.3,24.7
1115,17012002,mean,10,9.5,89.4
1116,17012002,random_walk,9,7.9,66.0
1117,17012002,window_average,9,7.0,53.3
1118,17012002,auto_arima,8,6.1,39.4
1119,17012002,prophet,11,9.9,94.8
1120,17016702,mean,25,22.5,41.5
1121,17016702,random_walk,26,22.4,30.8
1122,17016702,window_average,22,18.2,16.1
1123,17016702,auto_arima,22,17.5,22.6
1124,17016702,prophet,26,23.4,42.4
1125,17017002,mean,12,10.8,44.8
1126,17017002,random_walk,13,10.4,42.4
1127,17017002,window_average,11,8.9,35.5
1128,17017002,auto_arima,10,7.7,24.1
1129,17017002,prophet,14,12.0,50.8
1130,17021802,mean,9,8.1,35.1
1131,17021802,random_walk,19,17.1,90.9
1132,17021802,window_average,13,11.9,60.4
1133,17021802,auto_arima,11,9.9,40.9
1134,17021802,prophet,10,8.7,37.1
1135,17031802,mean,10,8.1,39.9
1136,17031802,random_walk,16,15.3,78.3
1137,17031802,window_average,11,9.7,39.5
1138,17031802,auto_arima,11,8.8,33.4
1139,17031802,prophet,10,8.1,41.5
1140,17032002,mean,9,7.4,32.9
1141,17032002,random_walk,13,11.8,56.5
1142,17032002,window_average,10,7.6,31.9
1143,17032002,auto_arima,10,8.1,37.9
1144,17032002,prophet,9,7.9,36.5
1145,17033202,mean,7,6.7,50.1
1146,17033202,random_walk,6,5.0,32.1
1147,17033202,window_average,7,5.6,33.7
1148,17033202,auto_arima,6,5.5,25.2
1149,17033202,prophet,8,6.8,53.1
1150,17033302,mean,11,9.4,54.1
1151,17033302,random_walk,14,12.9,83.1
1152,17033302,window_average,11,9.4,57.3
1153,17033302,auto_arima,10,8.5,39.9
1154,17033302,prophet,12,10.5,65.9
1155,17041802,mean,2,1.9,54.0
1156,17041802,random_walk,3,2.1,91.5
1157,17041802,window_average,2,1.9,52.2
1158,17041802,auto_arima,2,1.8,32.5
1159,17041802,prophet,2,1.9,54.0
1160,17044002,mean,10,7.7,53.9
1161,17044002,random_walk,10,8.3,54.8
1162,17044002,window_average,10,7.6,45.2
1163,17044002,auto_arima,10,7.7,53.7
1164,17044002,prophet,10,7.8,56.1
1165,17044102,mean,21,16.8,27.6
1166,17044102,random_walk,27,22.4,39.8
1167,17044102,window_average,20,16.8,25.6
1168,17044102,auto_arima,20,16.2,21.4
1169,17044102,prophet,21,16.8,26.7
1170,17044702,mean,4,3.6,68.1
1171,17044702,random_walk,5,3.9,71.6
1172,17044702,window_average,4,3.3,42.4
1173,17044702,auto_arima,4,3.1,47.0
1174,17044702,prophet,4,3.6,68.7
1175,172103,mean,5,4.2,81.2
1176,172103,random_walk,7,6.1,117.0
1177,172103,window_average,5,3.8,52.2
1178,172103,auto_arima,4,3.3,41.0
1179,172103,prophet,5,4.3,84.3
1180,172218,mean,5,4.2,23.9
1181,172218,random_walk,5,4.0,24.0
1182,172218,window_average,6,4.9,51.0
1183,172218,auto_arima,5,4.1,23.1
1184,172218,prophet,5,4.2,23.5
1185,172317,mean,3,2.8,40.0
1186,172317,random_walk,5,4.5,109.6
1187,172317,window_average,3,2.9,45.2
1188,172317,auto_arima,3,2.8,40.0
1189,172317,prophet,3,2.8,45.5
1190,172318,mean,4,3.7,86.0
1191,172318,random_walk,5,4.3,136.4
1192,172318,window_average,6,4.5,136.5
1193,172318,auto_arima,4,3.7,75.9
1194,172318,prophet,4,3.7,88.4
1195,17231811,mean,6,5.1,49.9
1196,17231811,random_walk,9,7.7,68.0
1197,17231811,window_average,7,5.4,50.9
1198,17231811,auto_arima,6,5.1,46.6
1199,17231811,prophet,6,5.1,51.5
1200,172333,mean,4,2.9,30.2
1201,172333,random_walk,5,4.4,70.8
1202,172333,window_average,5,3.9,55.4
1203,172333,auto_arima,4,2.9,30.2
1204,172333,prophet,4,2.9,30.9
1205,17233311,mean,12,9.7,95.5
1206,17233311,random_walk,15,12.6,83.0
1207,17233311,window_average,12,9.5,91.2
1208,17233311,auto_arima,12,9.7,90.8
1209,17233311,prophet,11,9.5,92.1
1210,172367,mean,3,2.3,92.7
1211,172367,random_walk,3,2.3,71.5
1212,172367,window_average,3,2.2,53.9
1213,172367,auto_arima,3,2.2,50.0
1214,172367,prophet,3,2.3,91.1
1215,172370,mean,3,2.4,71.1
1216,172370,random_walk,5,4.6,173.0
1217,172370,window_average,3,2.7,59.4
1218,172370,auto_arima,3,2.5,54.7
1219,172370,prophet,3,2.4,73.0
1220,172418,mean,9,7.0,17.6
1221,172418,random_walk,12,9.1,40.7
1222,172418,window_average,9,7.4,24.4
1223,172418,auto_arima,9,7.1,19.0
1224,172418,prophet,9,7.1,17.4
1225,172420,mean,7,6.1,21.0
1226,172420,random_walk,11,9.8,47.2
1227,172420,window_average,8,7.1,27.4
1228,172420,auto_arima,7,6.5,20.4
1229,172420,prophet,7,6.2,22.9
1230,172440,mean,6,5.6,30.0
1231,172440,random_walk,8,6.8,51.3
1232,172440,window_average,8,6.3,40.2
1233,172440,auto_arima,6,5.6,30.9
1234,172440,prophet,6,5.5,28.2
1235,172450,mean,10,8.0,7.8
1236,172450,random_walk,15,13.0,35.3
1237,172450,window_average,11,8.5,20.3
1238,172450,auto_arima,10,8.2,12.8
1239,172450,prophet,10,8.0,8.9
1240,17410306,mean,101,89.2,31.4
1241,17410306,random_walk,105,88.4,35.9
1242,17410306,window_average,107,94.1,35.1
1243,17410306,auto_arima,100,88.0,30.3
1244,17410306,prophet,106,95.7,36.0
1245,17412006,mean,28,23.9,20.7
1246,17412006,random_walk,34,26.8,38.1
1247,17412006,window_average,28,23.6,14.7
1248,17412006,auto_arima,28,24.8,16.3
1249,17412006,prophet,29,24.5,26.8
1250,17416706,mean,62,55.0,25.2
1251,17416706,random_walk,68,55.5,31.8
1252,17416706,window_average,65,53.4,32.3
1253,17416706,auto_arima,61,49.0,28.6
1254,17416706,prophet,65,58.4,29.9
1255,17417006,mean,44,39.1,21.9
1256,17417006,random_walk,55,45.0,41.1
1257,17417006,window_average,46,39.4,20.4
1258,17417006,auto_arima,44,37.4,18.6
1259,17417006,prophet,47,40.4,29.2
1260,17433306,mean,15,13.1,24.1
1261,17433306,random_walk,17,15.3,33.3
1262,17433306,window_average,18,14.7,37.1
1263,17433306,auto_arima,18,14.7,30.7
1264,17433306,prophet,16,14.4,31.4
1265,17444106,mean,72,62.2,33.4
1266,17444106,random_walk,68,50.1,30.4
1267,17444106,window_average,68,54.7,23.7
1268,17444106,auto_arima,65,50.6,22.6
1269,17444106,prophet,78,68.3,43.0
1270,181103,mean,17,15.0,37.0
1271,181103,random_walk,21,19.3,33.3
1272,181103,window_average,19,17.3,31.9
1273,181103,auto_arima,17,15.7,33.2
1274,181103,prophet,18,16.2,39.7
1275,181113,mean,4,3.3,28.4
1276,181113,random_walk,5,4.4,56.1
1277,181113,window_average,4,3.3,30.2
1278,181113,auto_arima,4,3.3,28.6
1279,181113,prophet,4,3.4,23.5
1280,181120,mean,5,4.6,42.5
1281,181120,random_walk,6,5.0,38.8
1282,181120,window_average,5,4.0,23.9
1283,181120,auto_arima,5,4.1,34.3
1284,181120,prophet,6,4.9,48.9
1285,1811649,mean,2,1.6,47.4
1286,1811649,random_walk,2,1.8,76.8
1287,1811649,window_average,2,1.6,57.9
1288,1811649,auto_arima,2,1.5,42.4
1289,1811649,prophet,2,1.6,47.2
1290,1811749,mean,4,3.3,60.8
1291,1811749,random_walk,7,5.9,149.8
1292,1811749,window_average,4,3.5,59.2
1293,1811749,auto_arima,4,3.2,57.7
1294,1811749,prophet,4,3.3,60.4
1295,181191,mean,6,5.2,140.5
1296,181191,random_walk,4,3.4,54.4
1297,181191,window_average,4,3.8,51.6
1298,181191,auto_arima,4,3.2,66.2
1299,181191,prophet,6,5.2,142.8
1300,181203,mean,7,6.3,52.4
1301,181203,random_walk,7,5.8,37.1
1302,181203,window_average,6,4.9,28.5
1303,181203,auto_arima,7,5.8,45.6
1304,181203,prophet,7,6.3,53.2
1305,181207,mean,2,2.0,143.7
1306,181207,random_walk,3,2.6,214.6
1307,181207,window_average,2,1.6,62.7
1308,181207,auto_arima,2,1.7,78.1
1309,181207,prophet,2,2.0,146.9
1310,181217,mean,2,1.7,35.1
1311,181217,random_walk,4,3.3,107.8
1312,181217,window_average,2,1.8,36.3
1313,181217,auto_arima,2,2.0,35.8
1314,181217,prophet,2,1.7,33.9
1315,181222,mean,2,1.9,43.5
1316,181222,random_walk,3,2.8,84.6
1317,181222,window_average,2,2.0,39.5
1318,181222,auto_arima,2,2.0,36.6
1319,181222,prophet,2,1.9,43.9
1320,181223,mean,12,10.2,30.4
1321,181223,random_walk,11,9.4,21.9
1322,181223,window_average,9,7.8,12.3
1323,181223,auto_arima,10,8.5,16.5
1324,181223,prophet,13,10.8,32.6
1325,181385,mean,6,5.3,47.6
1326,181385,random_walk,7,5.7,61.0
1327,181385,window_average,7,5.2,51.2
1328,181385,auto_arima,6,5.2,46.3
1329,181385,prophet,6,5.2,46.4
1330,18138503,mean,5,4.0,35.6
1331,18138503,random_walk,6,5.5,30.8
1332,18138503,window_average,5,4.2,22.4
1333,18138503,auto_arima,5,4.0,35.6
1334,18138503,prophet,5,3.9,33.1
1335,181386,mean,3,2.8,134.5
1336,181386,random_walk,3,2.3,63.3
1337,181386,window_average,2,1.9,40.8
1338,181386,auto_arima,3,2.5,96.2
1339,181386,prophet,3,2.9,140.4
1340,181436,mean,14,11.5,28.1
1341,181436,random_walk,14,11.4,30.3
1342,181436,window_average,15,13.0,40.6
1343,181436,auto_arima,14,11.5,28.1
1344,181436,prophet,13,11.4,30.0
1345,181437,mean,10,9.7,41.6
1346,181437,random_walk,14,11.3,61.7
1347,181437,window_average,12,10.1,44.0
1348,181437,auto_arima,10,9.5,36.9
1349,181437,prophet,10,8.8,40.8
1350,181438,mean,6,5.7,28.1
1351,181438,random_walk,8,6.8,41.0
1352,181438,window_average,6,5.6,21.9
1353,181438,auto_arima,6,5.3,25.3
1354,181438,prophet,6,5.5,27.5
1355,181468,mean,5,4.3,39.2
1356,181468,random_walk,4,3.3,20.4
1357,181468,window_average,4,3.6,21.7
1358,181468,auto_arima,5,4.5,43.2
1359,181468,prophet,5,4.5,41.5
1360,181474,mean,4,3.2,42.3
1361,181474,random_walk,4,2.9,30.2
1362,181474,window_average,4,3.4,43.8
1363,181474,auto_arima,4,3.2,40.8
1364,181474,prophet,4,3.2,41.0
